cik,tier,severity,signal,event_date,as_of_date,source_form,source_accession,noisy
814549,early_warning,1,late_quarterly_report,2024-05-10,2024-05-10,NT 10-Q,0001193125-24-135789,0
814549,early_warning,1,late_quarterly_report,2024-08-21,2024-08-21,NT 10-Q,0001193125-24-204427,0
822416,early_warning,1,material_impairment,2017-05-08,2017-05-08,8-K,0000822416-17-000027,1
822416,near_default,3,delisting_by_exchange,2025-06-02,2025-06-02,25-NSE,0000876661-25-000420,0
823277,early_warning,1,material_impairment,2015-08-12,2015-08-12,8-K,0001104659-15-058860,1
823277,stress,2,restatement_non_reliance,2018-10-26,2018-10-26,8-K,0000823277-18-000055,0
823277,early_warning,1,late_annual_report,2018-11-30,2018-11-30,NT 10-K,0000823277-18-000063,0
827187,early_warning,1,exit_or_disposal_costs,2023-11-07,2023-11-07,8-K,0000827187-23-000091,1
827187,default,4,chapter11_petition,2026-06-12,2026-06-12,8-K,0000950103-26-008891,0
827187,near_default,3,debt_acceleration,2026-06-12,2026-06-12,8-K,0000950103-26-008891,0
827187,stress,2,listing_rule_failure,2026-06-17,2026-06-17,8-K,0000827187-26-000053,0
827187,near_default,3,delisting_by_exchange,2026-07-14,2026-07-14,25-NSE,0001354457-26-000682,0
829224,early_warning,1,exit_or_disposal_costs,2025-09-25,2025-09-25,8-K,0000829224-25-000067,1
829224,early_warning,1,exit_or_disposal_costs,2026-05-15,2026-05-15,8-K,0000829224-26-000088,1
837852,stress,2,listing_rule_failure,2017-04-12,2017-04-12,8-K,0001571049-17-003519,0
837852,early_warning,1,auditor_change,2017-05-03,2017-05-03,8-K,0001571049-17-004366,1
837852,early_warning,1,auditor_change,2018-02-22,2018-02-22,8-K,0001144204-18-010289,1
837852,stress,2,listing_rule_failure,2020-01-10,2020-01-10,8-K,0001104659-20-003109,0
837852,stress,2,listing_rule_failure,2020-11-09,2020-11-09,8-K,0001104659-20-123062,0
837852,early_warning,1,auditor_change,2021-09-27,2021-09-27,8-K,0001104659-21-119816,1
837852,early_warning,1,late_quarterly_report,2021-11-15,2021-11-15,NT 10-Q,0001104659-21-138844,0
837852,stress,2,restatement_non_reliance,2021-11-16,2021-11-16,8-K,0001104659-21-139669,0
837852,stress,2,restatement_non_reliance,2021-11-22,2021-11-22,8-K/A,0001104659-21-142567,0
837852,early_warning,1,late_annual_report,2022-03-02,2022-03-02,NT 10-K,0001104659-22-028959,0
837852,stress,2,listing_rule_failure,2022-03-18,2022-03-18,8-K,0001104659-22-035657,0
837852,stress,2,listing_rule_failure,2022-05-20,2022-05-20,8-K,0001104659-22-063448,0
837852,early_warning,1,auditor_change,2022-07-27,2022-07-27,8-K,0001104659-22-083154,1
837852,early_warning,1,auditor_change,2022-08-08,2022-08-08,8-K/A,0001104659-22-087382,1
837852,stress,2,listing_rule_failure,2022-12-02,2022-12-02,8-K,0001104659-22-124087,0
837852,early_warning,1,late_annual_report,2023-03-15,2023-03-15,NT 10-K,0001104659-23-032900,0
837852,stress,2,listing_rule_failure,2023-04-21,2023-04-21,8-K,0001104659-23-048494,0
837852,early_warning,1,late_quarterly_report,2023-05-10,2023-05-10,NT 10-Q,0001104659-23-058542,0
837852,stress,2,listing_rule_failure,2023-06-12,2023-06-12,8-K,0001104659-23-070224,0
837852,early_warning,1,late_quarterly_report,2023-08-10,2023-08-10,NT 10-Q,0001104659-23-089893,0
837852,early_warning,1,late_quarterly_report,2023-11-13,2023-11-13,NT 10-Q,0001628280-23-038371,0
837852,early_warning,1,late_annual_report,2024-04-01,2024-04-01,NT 10-K,0001628280-24-014059,0
837852,early_warning,1,late_quarterly_report,2024-05-15,2024-05-15,NT 10-Q,0001628280-24-023646,0
837852,stress,2,listing_rule_failure,2024-07-10,2024-07-10,8-K,0001628280-24-031572,0
837852,near_default,3,delisting_by_exchange,2024-09-06,2024-09-06,25-NSE,0001354457-24-000652,0
837852,default,4,chapter11_petition,2024-12-06,2024-12-06,8-K,0001628280-24-050149,0
837852,early_warning,1,auditor_change,2025-01-23,2025-01-23,8-K,0001628280-25-002386,1
849395,near_default,3,delisting_by_exchange,2023-09-25,2023-09-25,25-NSE,0000876661-23-000754,0
849395,early_warning,1,auditor_change,2025-02-28,2025-02-28,8-K,0001628280-25-009105,1
850261,early_warning,1,late_quarterly_report,2015-11-09,2015-11-09,NT 10-Q,0001193125-15-372044,0
850261,early_warning,1,auditor_change,2016-09-07,2016-09-07,8-K,0001193125-16-703441,1
850261,early_warning,1,late_annual_report,2017-03-16,2017-03-16,NT 10-K,0001193125-17-084348,0
850261,early_warning,1,late_quarterly_report,2017-05-10,2017-05-10,NT 10-Q,0001144204-17-026059,0
850261,stress,2,restatement_non_reliance,2018-02-27,2018-02-27,8-K,0001144204-18-011016,0
850261,early_warning,1,material_impairment,2018-02-27,2018-02-27,8-K,0001144204-18-011016,1
850261,early_warning,1,late_annual_report,2019-03-01,2019-03-01,NT 10-K,0001144204-19-011673,0
850261,early_warning,1,late_quarterly_report,2019-05-10,2019-05-10,NT 10-Q,0001144204-19-025257,0
850261,near_default,3,debt_acceleration,2020-06-12,2020-06-12,8-K,0001104659-20-072906,0
850261,early_warning,1,auditor_change,2020-06-30,2020-06-30,8-K,0001104659-20-079044,1
850261,early_warning,1,late_annual_report,2022-03-01,2022-03-01,NT 10-K,0000950170-22-002557,0
850261,early_warning,1,late_quarterly_report,2022-08-09,2022-08-09,NT 10-Q,0001104659-22-087884,0
850261,near_default,3,debt_acceleration,2022-09-29,2022-09-29,8-K,0001104659-22-103907,0
850261,default,4,chapter11_petition,2023-02-13,2023-02-13,8-K,0001104659-23-018890,0
850261,stress,2,listing_rule_failure,2023-02-13,2023-02-13,8-K,0001104659-23-019893,0
850261,early_warning,1,late_annual_report,2023-03-01,2023-03-01,NT 10-K,0000950170-23-005286,0
850261,near_default,3,delisting_by_exchange,2023-04-12,2023-04-12,25-NSE,0001354457-23-000267,0
850261,early_warning,1,late_quarterly_report,2023-05-09,2023-05-09,NT 10-Q,0000950170-23-019075,0
850261,early_warning,1,late_quarterly_report,2023-08-07,2023-08-07,NT 10-Q,0000950170-23-039079,0
858470,early_warning,1,material_impairment,2017-12-22,2017-12-22,8-K,0001104659-17-074783,1
858470,near_default,3,delisting_by_exchange,2026-05-07,2026-05-07,25-NSE,0000876661-26-000399,0
858470,stress,2,listing_rule_failure,2026-05-07,2026-05-07,8-K,0001104659-26-057278,0
858877,early_warning,1,exit_or_disposal_costs,2016-08-17,2016-08-17,8-K,0001193125-16-684126,1
858877,early_warning,1,exit_or_disposal_costs,2020-08-12,2020-08-12,8-K,0001193125-20-217658,1
858877,early_warning,1,exit_or_disposal_costs,2022-11-16,2022-11-16,8-K,0001193125-22-286782,1
858877,early_warning,1,exit_or_disposal_costs,2024-02-14,2024-02-14,8-K,0001193125-24-036201,1
858877,early_warning,1,exit_or_disposal_costs,2024-08-14,2024-08-14,8-K,0001193125-24-200636,1
858877,early_warning,1,exit_or_disposal_costs,2026-05-13,2026-05-13,8-K,0000858877-26-000075,1
866609,stress,2,listing_rule_failure,2015-08-17,2015-08-17,8-K,0000866609-15-000044,0
866609,early_warning,1,exit_or_disposal_costs,2015-09-02,2015-09-02,8-K,0000866609-15-000048,1
866609,stress,2,listing_rule_failure,2017-07-21,2017-07-21,8-K,0000866609-17-000014,0
866609,stress,2,listing_rule_failure,2020-04-01,2020-04-01,8-K,0000866609-20-000020,0
866609,near_default,3,debt_acceleration,2021-12-16,2021-12-16,8-K,0001437749-21-028758,0
866609,stress,2,listing_rule_failure,2021-12-23,2021-12-23,8-K,0001437749-21-029204,0
866609,near_default,3,debt_acceleration,2022-01-18,2022-01-18,8-K,0001437749-22-000985,0
866609,stress,2,listing_rule_failure,2022-02-04,2022-02-04,8-K,0001437749-22-002506,0
866609,near_default,3,debt_acceleration,2022-02-15,2022-02-15,8-K,0001437749-22-003360,0
866609,near_default,3,debt_acceleration,2022-03-09,2022-03-09,8-K,0001437749-22-005722,0
866609,early_warning,1,late_annual_report,2022-04-01,2022-04-01,NT 10-K,0001437749-22-007933,0
866609,near_default,3,debt_acceleration,2022-04-05,2022-04-05,8-K,0001437749-22-008269,0
866609,default,4,chapter11_petition,2022-04-13,2022-04-13,8-K,0001437749-22-008791,0
866609,near_default,3,debt_acceleration,2022-04-13,2022-04-13,8-K,0001437749-22-008791,0
866609,stress,2,listing_rule_failure,2022-04-22,2022-04-22,8-K,0001437749-22-009552,0
866609,near_default,3,debt_acceleration,2022-05-19,2022-05-19,8-K,0001437749-22-013087,0
866609,near_default,3,delisting_by_exchange,2022-06-03,2022-06-03,25-NSE,0000876661-22-000472,0
867773,early_warning,1,exit_or_disposal_costs,2016-08-09,2016-08-09,8-K,0000867773-16-000142,1
867773,early_warning,1,exit_or_disposal_costs,2016-12-07,2016-12-07,8-K,0000867773-16-000172,1
867773,early_warning,1,material_impairment,2016-12-07,2016-12-07,8-K,0000867773-16-000172,1
867773,early_warning,1,exit_or_disposal_costs,2018-02-22,2018-02-22,8-K,0001193125-18-053526,1
867773,early_warning,1,exit_or_disposal_costs,2019-12-30,2019-12-30,8-K,0000867773-19-000069,1
867773,early_warning,1,exit_or_disposal_costs,2021-01-07,2021-01-07,8-K,0000867773-21-000004,1
867773,stress,2,listing_rule_failure,2023-01-05,2023-01-05,8-K,0000867773-23-000006,0
867773,early_warning,1,late_annual_report,2023-03-02,2023-03-02,NT 10-K,0000867773-23-000020,0
867773,early_warning,1,exit_or_disposal_costs,2023-07-26,2023-07-26,8-K,0000867773-23-000070,1
867773,stress,2,restatement_non_reliance,2023-10-24,2023-10-24,8-K,0000867773-23-000089,0
867773,early_warning,1,exit_or_disposal_costs,2023-11-01,2023-11-01,8-K,0000867773-23-000093,1
867773,early_warning,1,late_quarterly_report,2023-11-13,2023-11-13,NT 10-Q,0000867773-23-000095,0
867773,stress,2,listing_rule_failure,2023-11-27,2023-11-27,8-K,0000867773-23-000099,0
867773,near_default,3,debt_acceleration,2023-12-18,2023-12-18,8-K,0000867773-23-000135,0
867773,near_default,3,debt_acceleration,2023-12-22,2023-12-22,8-K,0000867773-23-000137,0
867773,early_warning,1,exit_or_disposal_costs,2024-01-16,2024-01-16,8-K,0000867773-24-000003,1
867773,near_default,3,debt_acceleration,2024-01-19,2024-01-19,8-K,0000867773-24-000005,0
867773,near_default,3,debt_acceleration,2024-02-01,2024-02-01,8-K,0000867773-24-000007,0
867773,near_default,3,debt_acceleration,2024-02-15,2024-02-15,8-K,0000867773-24-000015,0
867773,early_warning,1,late_annual_report,2024-02-29,2024-02-29,NT 10-K,0000867773-24-000026,0
867773,stress,2,listing_rule_failure,2024-03-21,2024-03-21,8-K,0000867773-24-000045,0
867773,stress,2,restatement_non_reliance,2024-04-23,2024-04-23,8-K,0000867773-24-000047,0
867773,early_warning,1,exit_or_disposal_costs,2024-04-24,2024-04-24,8-K,0000867773-24-000051,1
867773,early_warning,1,late_quarterly_report,2024-05-13,2024-05-13,NT 10-Q,0000867773-24-000055,0
867773,stress,2,listing_rule_failure,2024-05-20,2024-05-20,8-K,0000867773-24-000058,0
867773,early_warning,1,auditor_change,2024-07-03,2024-07-03,8-K,0000867773-24-000074,1
867773,early_warning,1,auditor_change,2024-07-12,2024-07-12,8-K/A,0000867773-24-000079,1
867773,default,4,chapter11_petition,2024-08-05,2024-08-06,8-K,0000867773-24-000086,0
867773,near_default,3,debt_acceleration,2024-08-06,2024-08-06,8-K,0000867773-24-000086,0
867773,near_default,3,debt_acceleration,2024-08-12,2024-08-12,8-K,0000867773-24-000093,0
867773,stress,2,listing_rule_failure,2024-08-12,2024-08-12,8-K,0000867773-24-000093,0
867773,early_warning,1,late_quarterly_report,2024-08-12,2024-08-12,NT 10-Q,0000867773-24-000091,0
867773,near_default,3,delisting_by_exchange,2024-09-20,2024-09-20,25-NSE,0001354457-24-000708,0
870826,stress,2,listing_rule_failure,2016-03-23,2016-03-23,8-K,0001144204-16-089674,0
870826,stress,2,listing_rule_failure,2019-01-17,2019-01-17,8-K,0001144204-19-001989,0
870826,early_warning,1,exit_or_disposal_costs,2019-05-29,2019-05-29,8-K,0001144204-19-028510,1
870826,stress,2,listing_rule_failure,2019-07-16,2019-07-16,8-K,0001144204-19-034860,0
870826,early_warning,1,exit_or_disposal_costs,2020-02-06,2020-02-06,8-K,0001104659-20-012037,1
870826,early_warning,1,late_annual_report,2022-04-14,2022-04-14,NT 10-K,0001104659-22-045670,0
870826,early_warning,1,auditor_change,2022-08-08,2022-08-08,8-K,0001104659-22-087363,1
870826,early_warning,1,late_quarterly_report,2022-09-07,2022-09-07,NT 10-Q,0001104659-22-098196,0
870826,stress,2,listing_rule_failure,2022-10-20,2022-10-20,8-K,0001104659-22-110290,0
870826,early_warning,1,late_quarterly_report,2022-12-09,2022-12-09,NT 10-Q,0001104659-22-125951,0
870826,stress,2,listing_rule_failure,2023-04-24,2023-04-24,8-K,0001104659-23-048700,0
870826,early_warning,1,late_annual_report,2023-05-01,2023-05-01,NT 10-K,0001104659-23-054421,0
870826,early_warning,1,material_impairment,2023-05-01,2023-05-01,8-K,0001104659-23-054419,1
870826,stress,2,listing_rule_failure,2023-05-09,2023-05-09,8-K,0001104659-23-057765,0
870826,near_default,3,debt_acceleration,2023-05-10,2023-05-10,8-K,0001104659-23-058544,0
870826,stress,2,listing_rule_failure,2023-06-23,2023-06-23,8-K,0001104659-23-074238,0
870826,default,4,chapter11_petition,2023-06-28,2023-06-29,8-K,0001104659-23-076399,0
870826,near_default,3,debt_acceleration,2023-06-29,2023-06-29,8-K,0001104659-23-076399,0
870826,stress,2,listing_rule_failure,2023-06-29,2023-06-29,8-K,0001104659-23-076399,0
870826,near_default,3,delisting_by_exchange,2023-07-27,2023-07-27,25-NSE,0001354457-23-000540,0
874499,stress,2,restatement_non_reliance,2020-02-27,2020-02-27,8-K,0001193125-20-052671,0
874499,stress,2,listing_rule_failure,2020-04-22,2020-04-22,8-K,0001193125-20-115100,0
874499,stress,2,listing_rule_failure,2020-09-25,2020-09-25,8-K,0001193125-20-253886,0
874499,default,4,chapter11_petition,2020-11-13,2020-11-16,8-K,0001213900-20-037077,0
874499,near_default,3,debt_acceleration,2020-11-16,2020-11-16,8-K,0001213900-20-037077,0
874499,stress,2,listing_rule_failure,2020-11-20,2020-11-20,8-K,0001213900-20-038501,0
874499,near_default,3,delisting_by_exchange,2021-02-02,2021-02-02,25-NSE,0001354457-21-000141,0
882184,early_warning,1,auditor_change,2018-12-13,2018-12-13,8-K,0000882184-18-000145,1
882184,near_default,3,delisting_by_exchange,2023-07-06,2023-07-06,25-NSE,0000876661-23-000562,0
883943,early_warning,1,auditor_change,2017-03-23,2017-03-23,8-K,0000883943-17-000056,1
883943,stress,2,listing_rule_failure,2018-06-18,2018-06-18,8-K,0000883943-18-000095,0
883943,stress,2,listing_rule_failure,2019-04-18,2019-04-18,8-K,0000883943-19-000034,0
883943,near_default,3,delisting_by_exchange,2019-07-17,2019-07-17,25-NSE,0000876661-19-000762,0
883943,stress,2,listing_rule_failure,2019-07-17,2019-07-17,8-K,0000883943-19-000071,0
883943,near_default,3,debt_acceleration,2021-01-07,2021-01-07,8-K,0000897101-21-000016,0
883943,default,4,chapter11_petition,2021-01-13,2021-01-14,8-K,0000897101-21-000029,0
885725,early_warning,1,exit_or_disposal_costs,2016-06-09,2016-06-09,8-K,0000885725-16-000037,1
885725,early_warning,1,exit_or_disposal_costs,2018-11-15,2018-11-15,8-K,0000885725-18-000047,1
885725,early_warning,1,exit_or_disposal_costs,2020-11-18,2020-11-18,8-K,0000885725-20-000046,1
885725,early_warning,1,exit_or_disposal_costs,2020-12-01,2020-12-01,8-K,0000885725-20-000051,1
885725,near_default,3,delisting_by_exchange,2023-06-01,2023-06-01,25-NSE,0000876661-23-000463,0
885725,early_warning,1,exit_or_disposal_costs,2026-07-27,2026-07-27,8-K,0000885725-26-000049,1
886158,early_warning,1,exit_or_disposal_costs,2017-08-04,2017-08-04,8-K,0001171843-17-004710,1
886158,early_warning,1,exit_or_disposal_costs,2019-07-23,2019-07-23,8-K,0001193125-19-200143,1
886158,early_warning,1,exit_or_disposal_costs,2020-02-27,2020-02-27,8-K,0001193125-20-052888,1
886158,early_warning,1,exit_or_disposal_costs,2020-07-08,2020-07-08,8-K,0000886158-20-000016,1
886158,early_warning,1,exit_or_disposal_costs,2020-07-29,2020-07-29,8-K/A,0001193125-20-202642,1
886158,early_warning,1,late_quarterly_report,2023-01-05,2023-01-05,NT 10-Q,0001193125-23-001983,0
886158,near_default,3,debt_acceleration,2023-03-30,2023-03-30,8-K,0001193125-23-084725,0
886158,default,4,chapter11_petition,2023-04-23,2023-04-24,8-K,0001193125-23-111754,0
886158,near_default,3,debt_acceleration,2023-04-24,2023-04-24,8-K,0001193125-23-111754,0
886158,stress,2,listing_rule_failure,2023-04-25,2023-04-25,8-K,0001193125-23-115523,0
886158,early_warning,1,late_annual_report,2023-04-26,2023-04-26,NT 10-K,0001193125-23-118718,0
886158,near_default,3,delisting_by_exchange,2023-07-10,2023-07-10,25-NSE,0001354457-23-000478,0
886835,stress,2,listing_rule_failure,2019-08-12,2019-08-12,8-K,0001193125-19-219130,0
886835,stress,2,listing_rule_failure,2019-09-30,2019-09-30,8-K,0001193125-19-257747,0
886835,early_warning,1,exit_or_disposal_costs,2019-12-16,2019-12-16,8-K,0001193125-19-314612,1
886835,early_warning,1,material_impairment,2019-12-16,2019-12-16,8-K,0001193125-19-314612,1
886835,stress,2,listing_rule_failure,2020-03-31,2020-03-31,8-K,0001564590-20-014367,0
886835,stress,2,listing_rule_failure,2020-09-18,2020-09-18,8-K,0001193125-20-248926,0
886835,near_default,3,delisting_by_exchange,2020-10-02,2020-10-02,25-NSE,0000876661-20-000875,0
886835,default,4,chapter11_petition,2020-12-07,2020-12-07,8-K,0001193125-20-311144,0
886835,near_default,3,debt_acceleration,2020-12-07,2020-12-07,8-K,0001193125-20-311144,0
886835,early_warning,1,late_quarterly_report,2021-05-18,2021-05-18,NT 10-Q,0001193125-21-165350,0
886835,early_warning,1,auditor_change,2021-07-27,2021-07-27,8-K,0001193125-21-225403,1
886835,early_warning,1,late_quarterly_report,2021-08-13,2021-08-13,NT 10-Q,0001193125-21-245788,0
886835,early_warning,1,late_quarterly_report,2021-11-15,2021-11-15,NT 10-Q,0000950170-21-004506,0
887921,early_warning,1,exit_or_disposal_costs,2017-01-03,2017-01-03,8-K,0001157523-17-000003,1
887921,early_warning,1,late_annual_report,2019-03-18,2019-03-18,NT 10-K,0001157523-19-000627,0
887921,early_warning,1,exit_or_disposal_costs,2020-03-09,2020-03-09,8-K,0001157523-20-000317,1
887921,early_warning,1,exit_or_disposal_costs,2020-03-11,2020-03-11,8-K/A,0000950142-20-000764,1
887921,near_default,3,debt_acceleration,2020-08-14,2020-08-14,8-K,0001157523-20-001187,0
887921,early_warning,1,late_quarterly_report,2020-11-06,2020-11-06,NT 10-Q,0001140361-20-024879,0
887921,default,4,chapter11_petition,2022-06-15,2022-06-16,8-K,0001140361-22-023182,0
887921,near_default,3,debt_acceleration,2022-06-16,2022-06-16,8-K,0001140361-22-023182,0
887921,stress,2,listing_rule_failure,2022-06-23,2022-06-23,8-K,0001140361-22-023907,0
887921,stress,2,listing_rule_failure,2022-10-20,2022-10-20,8-K,0000950142-22-002955,0
887921,near_default,3,delisting_by_exchange,2022-10-21,2022-10-21,25-NSE,0000876661-22-000877,0
890447,early_warning,1,late_annual_report,2015-03-13,2015-03-13,NT 10-K,0001580695-15-000077,0
890447,early_warning,1,auditor_change,2015-05-01,2015-05-01,8-K,0001580695-15-000154,1
890447,early_warning,1,late_quarterly_report,2015-05-05,2015-05-05,NT 10-Q,0001580695-15-000160,0
890447,early_warning,1,late_quarterly_report,2015-08-11,2015-08-11,NT 10-Q,0001214782-15-000102,0
890447,early_warning,1,late_annual_report,2016-03-31,2016-03-31,NT 10-K,0001580695-16-000304,0
890447,early_warning,1,auditor_change,2017-04-06,2017-04-06,8-K,0001580695-17-000208,1
890447,stress,2,listing_rule_failure,2017-09-25,2017-09-25,8-K,0001580695-17-000431,0
890447,stress,2,listing_rule_failure,2020-04-24,2020-04-24,8-K,0001580695-20-000175,0
890447,stress,2,listing_rule_failure,2020-12-31,2020-12-31,8-K,0001580695-20-000461,0
890447,stress,2,listing_rule_failure,2021-02-02,2021-02-02,8-K,0001580695-21-000030,0
890447,stress,2,listing_rule_failure,2024-08-30,2024-08-30,8-K,0001999371-24-011146,0
890447,default,4,chapter11_petition,2024-09-24,2024-09-26,8-K,0001999371-24-012469,0
890447,near_default,3,debt_acceleration,2024-09-26,2024-09-26,8-K,0001999371-24-012469,0
890447,stress,2,listing_rule_failure,2024-10-01,2024-10-01,8-K,0001999371-24-012788,0
890447,early_warning,1,late_quarterly_report,2024-11-13,2024-11-13,NT 10-Q,0001999371-24-014594,0
890447,near_default,3,delisting_filed,2025-01-23,2025-01-23,25,0001839882-25-003579,0
890447,near_default,3,delisting_by_exchange,2025-01-29,2025-01-29,25-NSE,0001354457-25-000050,0
895126,early_warning,1,exit_or_disposal_costs,2015-09-29,2015-09-29,8-K,0000895126-15-000228,1
895126,near_default,3,delisting_by_exchange,2016-03-17,2016-03-17,25-NSE,0000876661-16-000864,0
895126,near_default,3,delisting_by_exchange,2017-02-13,2017-02-13,25-NSE,0000876661-17-000068,0
895126,early_warning,1,late_annual_report,2017-03-02,2017-03-02,NT 10-K,0000895126-17-000061,0
895126,near_default,3,delisting_by_exchange,2017-06-06,2017-06-06,25-NSE,0000876661-17-000295,0
895126,near_default,3,delisting_by_exchange,2017-07-24,2017-07-24,25-NSE,0000876661-17-000426,0
895126,near_default,3,delisting_by_exchange,2017-07-24,2017-07-24,25-NSE,0000876661-17-000425,0
895126,near_default,3,delisting_by_exchange,2018-12-17,2018-12-17,25-NSE,0000876661-18-001336,0
895126,near_default,3,delisting_by_exchange,2019-01-28,2019-01-28,25-NSE,0000876661-19-000070,0
895126,near_default,3,delisting_by_exchange,2019-04-16,2019-04-16,25-NSE,0000876661-19-000364,0
895126,stress,2,listing_rule_failure,2019-12-13,2019-12-13,8-K,0000895126-19-000247,0
895126,near_default,3,debt_acceleration,2020-06-29,2020-06-29,8-K,0001104659-20-077745,0
895126,stress,2,listing_rule_failure,2020-06-30,2020-06-30,8-K,0000895126-20-000131,0
895126,near_default,3,delisting_by_exchange,2020-07-20,2020-07-20,25-NSE,0000876661-20-000569,0
895126,near_default,3,delisting_by_exchange,2026-02-06,2026-02-06,25-NSE,0001354457-26-000148,0
895419,stress,2,listing_rule_failure,2021-09-16,2021-09-16,8-K,0000895419-21-000113,0
895419,near_default,3,delisting_filed,2021-10-01,2021-10-01,25,0000895419-21-000120,0
895419,near_default,3,debt_acceleration,2021-12-08,2021-12-08,8-K,0000895419-21-000149,0
895419,early_warning,1,exit_or_disposal_costs,2024-11-06,2024-11-06,8-K,0000895419-24-000087,1
895419,default,4,chapter11_petition,2025-06-30,2025-07-01,8-K,0001193125-25-153145,0
895419,near_default,3,debt_acceleration,2025-07-01,2025-07-01,8-K,0001193125-25-153145,0
895419,near_default,3,delisting_by_exchange,2025-09-29,2025-09-29,25-NSE,0000876661-25-000713,0
904979,early_warning,1,late_quarterly_report,2015-09-09,2015-09-09,NT 10-Q,0001193125-15-315995,0
904979,stress,2,restatement_non_reliance,2015-09-14,2015-09-14,8-K,0000904979-15-000029,0
904979,default,4,chapter11_petition,2020-08-31,2020-08-31,8-K,0001193125-20-236224,0
904979,near_default,3,debt_acceleration,2020-08-31,2020-08-31,8-K,0001193125-20-236224,0
904979,stress,2,listing_rule_failure,2020-09-08,2020-09-08,8-K,0001564590-20-042800,0
904979,near_default,3,delisting_by_exchange,2020-09-22,2020-09-22,25-NSE,0001354457-20-000509,0
909832,stress,2,listing_rule_failure,2015-05-07,2015-05-07,8-K,0001193125-15-177189,0
910612,early_warning,1,material_impairment,2018-06-08,2018-06-08,8-K,0000910612-18-000044,1
910612,stress,2,listing_rule_failure,2019-08-22,2019-08-22,8-K,0000910612-19-000069,0
910612,stress,2,listing_rule_failure,2020-02-10,2020-02-10,8-K,0001564590-20-004076,0
910612,early_warning,1,late_quarterly_report,2020-08-11,2020-08-11,NT 10-Q,0001564590-20-039138,0
910612,near_default,3,debt_acceleration,2020-08-25,2020-08-25,8-K,0001564590-20-041200,0
910612,default,4,chapter11_petition,2020-11-02,2020-11-02,8-K,0001564590-20-049434,0
910612,near_default,3,debt_acceleration,2020-11-02,2020-11-02,8-K,0001564590-20-049434,0
910612,stress,2,listing_rule_failure,2020-11-04,2020-11-04,8-K,0001564590-20-050276,0
910612,early_warning,1,late_quarterly_report,2020-11-10,2020-11-10,NT 10-Q,0001564590-20-052985,0
910612,early_warning,1,late_annual_report,2021-04-01,2021-04-01,NT 10-K,0001564590-21-017293,0
910612,near_default,3,delisting_by_exchange,2021-11-02,2021-11-02,25-NSE,0000876661-21-001567,0
910612,near_default,3,delisting_by_exchange,2021-11-02,2021-11-02,25-NSE,0000876661-21-001566,0
910612,near_default,3,debt_acceleration,2022-04-26,2022-04-26,8-K,0001564590-22-015641,0
910612,near_default,3,debt_acceleration,2022-05-27,2022-05-27,8-K,0001564590-22-021536,0
912615,early_warning,1,exit_or_disposal_costs,2017-04-27,2017-04-27,8-K,0001193125-17-143163,1
912767,early_warning,1,late_annual_report,2021-02-24,2021-02-24,NT 10-K,0001558370-21-001645,0
920148,early_warning,1,exit_or_disposal_costs,2017-04-25,2017-04-25,8-K,0000920148-17-000040,1
920148,early_warning,1,auditor_change,2020-11-05,2020-11-05,8-K,0001193125-20-287013,1
920148,early_warning,1,auditor_change,2021-03-03,2021-03-03,8-K/A,0000920148-21-000021,1
920148,stress,2,listing_rule_failure,2024-05-17,2024-05-17,8-K12B,0000920148-24-000063,0
920148,near_default,3,delisting_by_exchange,2024-05-20,2024-05-20,25-NSE,0000876661-24-000366,0
922358,stress,2,listing_rule_failure,2019-01-11,2019-01-11,8-K,0001564590-19-000588,0
922358,stress,2,listing_rule_failure,2019-07-26,2019-07-26,8-K,0001564590-19-026387,0
922358,stress,2,listing_rule_failure,2019-12-20,2019-12-20,8-K,0001564590-19-046566,0
922358,near_default,3,delisting_filed,2019-12-30,2019-12-30,25,0001104659-19-076796,0
922358,stress,2,listing_rule_failure,2020-01-09,2020-01-09,8-K/A,0001564590-20-000658,0
922358,default,4,chapter11_petition,2021-01-11,2021-01-11,8-K,0001104659-21-002790,0
922358,early_warning,1,late_quarterly_report,2024-06-14,2024-06-14,NT 10-Q,0001558370-24-009195,0
922358,early_warning,1,late_quarterly_report,2024-12-13,2024-12-13,NT 10-Q,0001558370-24-016216,0
927066,early_warning,1,material_impairment,2018-12-17,2018-12-17,8-K,0001193125-18-350364,1
927653,early_warning,1,material_impairment,2016-02-01,2016-02-01,8-K,0001193125-16-445218,1
927653,early_warning,1,exit_or_disposal_costs,2016-03-18,2016-03-18,8-K,0001193125-16-509495,1
927653,early_warning,1,exit_or_disposal_costs,2018-04-25,2018-04-25,8-K,0001193125-18-131673,1
927653,near_default,3,delisting_by_exchange,2020-02-12,2020-02-12,25-NSE,0000876661-20-000103,0
927653,near_default,3,delisting_by_exchange,2021-07-19,2021-07-19,25-NSE,0000876661-21-001083,0
927653,near_default,3,delisting_by_exchange,2025-11-17,2025-11-17,25-NSE,0000876661-25-000874,0
932696,early_warning,1,late_quarterly_report,2018-08-09,2018-08-09,NT 10-Q,0001193125-18-244565,0
1001233,early_warning,1,exit_or_disposal_costs,2023-04-26,2023-04-26,8-K,0001628280-23-013290,1
1001233,stress,2,listing_rule_failure,2024-04-30,2024-04-30,8-K,0001628280-24-019337,0
1001233,stress,2,listing_rule_failure,2025-05-06,2025-05-06,8-K,0001628280-25-022664,0
