cik,tier,severity,signal,event_date,as_of_date,source_form,source_accession,noisy
1723580,early_warning,1,late_annual_report,2024-04-02,2024-04-02,NT 10-K,0001723580-24-000008,0
1723580,stress,2,listing_rule_failure,2024-07-24,2024-07-24,8-K,0001723580-24-000034,0
1723580,early_warning,1,late_quarterly_report,2024-08-16,2024-08-16,NT 10-Q,0001723580-24-000050,0
1723580,stress,2,listing_rule_failure,2024-08-30,2024-08-30,8-K,0001213900-24-074577,0
1723580,default,4,chapter11_petition,2024-09-17,2024-09-17,8-K,0001723580-24-000055,0
1723580,near_default,3,debt_acceleration,2024-09-17,2024-09-17,8-K,0001723580-24-000055,0
1723580,stress,2,listing_rule_failure,2024-09-17,2024-09-17,8-K,0001723580-24-000055,0
1723580,near_default,3,delisting_by_exchange,2024-10-15,2024-10-15,25-NSE,0001354457-24-000794,0
1725526,stress,2,listing_rule_failure,2018-03-19,2018-03-19,8-K12B,0001193125-18-087967,0
1725526,stress,2,listing_rule_failure,2020-03-13,2020-03-13,8-K,0001725526-20-000040,0
1725526,stress,2,listing_rule_failure,2020-11-10,2020-11-10,8-K,0001725526-20-000116,0
1725526,default,4,chapter11_petition,2021-03-14,2021-03-15,8-K,0001193125-21-080407,0
1725526,near_default,3,debt_acceleration,2021-03-15,2021-03-15,8-K,0001193125-21-080407,0
1725526,stress,2,listing_rule_failure,2021-04-01,2021-04-01,8-K,0001104659-21-045683,0
1725526,near_default,3,delisting_by_exchange,2021-04-05,2021-04-05,25-NSE,0000876661-21-000508,0
1730168,near_default,3,delisting_by_exchange,2022-09-30,2022-09-30,25-NSE,0001354457-22-000551,0
1730168,early_warning,1,exit_or_disposal_costs,2023-12-07,2023-12-07,8-K,0001730168-23-000093,1
1731289,stress,2,listing_rule_failure,2020-01-08,2020-01-08,8-K,0001104659-20-002281,0
1731289,near_default,3,delisting_by_exchange,2020-06-03,2020-06-03,25-NSE,0001354457-20-000219,0
1731289,early_warning,1,auditor_change,2020-06-08,2020-06-08,8-K,0001104659-20-070923,1
1731289,near_default,3,delisting_by_exchange,2020-09-08,2020-09-08,25-NSE,0001354457-20-000457,0
1731289,stress,2,restatement_non_reliance,2021-05-04,2021-05-04,8-K,0001731289-21-000050,0
1731289,stress,2,listing_rule_failure,2023-05-25,2023-05-25,8-K,0001731289-23-000124,0
1731289,stress,2,listing_rule_failure,2024-01-19,2024-01-19,8-K,0001731289-24-000004,0
1731289,early_warning,1,auditor_change,2024-03-18,2024-03-18,8-K,0001731289-24-000092,1
1731289,default,4,chapter11_petition,2025-02-19,2025-02-19,8-K,0001731289-25-000004,0
1731289,near_default,3,debt_acceleration,2025-02-19,2025-02-19,8-K,0001731289-25-000004,0
1731289,early_warning,1,material_impairment,2025-02-19,2025-02-19,8-K,0001731289-25-000004,1
1731289,stress,2,listing_rule_failure,2025-02-21,2025-02-21,8-K,0001731289-25-000011,0
1731289,stress,2,listing_rule_failure,2025-03-26,2025-03-26,8-K,0001731289-25-000017,0
1731289,early_warning,1,late_annual_report,2025-03-31,2025-03-31,NT 10-K,0001731289-25-000024,0
1731289,near_default,3,delisting_filed,2025-04-03,2025-04-03,25,0001731289-25-000026,0
1741231,stress,2,listing_rule_failure,2020-01-03,2020-01-03,8-K,0001213900-20-000133,0
1741231,near_default,3,delisting_by_exchange,2020-10-15,2020-10-15,25-NSE,0001354457-20-000597,0
1741231,early_warning,1,auditor_change,2020-10-21,2020-10-21,8-K,0001213900-20-032445,1
1741231,early_warning,1,auditor_change,2020-11-12,2020-11-12,8-K,0001213900-20-036468,1
1741231,near_default,3,delisting_by_exchange,2021-02-16,2021-02-16,25-NSE,0001354457-21-000232,0
1741231,early_warning,1,late_quarterly_report,2021-05-18,2021-05-18,NT 10-Q,0001213900-21-027367,0
1741231,early_warning,1,late_quarterly_report,2021-11-16,2021-11-16,NT 10-Q,0001213900-21-059944,0
1741231,early_warning,1,late_annual_report,2022-03-02,2022-03-02,NT 10-K,0001213900-22-010156,0
1741231,stress,2,restatement_non_reliance,2022-03-11,2022-03-11,8-K,0001213900-22-011886,0
1741231,early_warning,1,auditor_change,2022-03-25,2022-03-25,8-K,0001213900-22-015210,1
1741231,stress,2,restatement_non_reliance,2022-10-12,2022-10-12,8-K,0001628280-22-026304,0
1741231,early_warning,1,late_quarterly_report,2022-11-10,2022-11-10,NT 10-Q,0001628280-22-029528,0
1741231,stress,2,listing_rule_failure,2022-11-21,2022-11-21,8-K,0001628280-22-030529,0
1741231,early_warning,1,late_annual_report,2023-03-17,2023-03-17,NT 10-K,0001628280-23-008504,0
1741231,stress,2,listing_rule_failure,2023-04-05,2023-04-05,8-K,0001628280-23-010857,0
1741231,early_warning,1,late_quarterly_report,2023-05-10,2023-05-10,NT 10-Q,0001628280-23-017316,0
1741231,stress,2,listing_rule_failure,2023-06-30,2023-06-30,8-K,0001628280-23-024033,0
1741231,default,4,chapter11_petition,2023-07-02,2023-07-06,8-K,0001628280-23-024475,0
1741231,near_default,3,debt_acceleration,2023-07-06,2023-07-06,8-K,0001628280-23-024475,0
1741231,stress,2,listing_rule_failure,2023-07-06,2023-07-06,8-K,0001628280-23-024475,0
1741231,early_warning,1,exit_or_disposal_costs,2023-07-06,2023-07-06,8-K,0001628280-23-024475,1
1741231,near_default,3,delisting_by_exchange,2023-07-27,2023-07-27,25-NSE,0001354457-23-000543,0
1744489,early_warning,1,material_impairment,2023-06-02,2023-06-02,8-K,0001744489-23-000107,1
1744489,early_warning,1,material_impairment,2024-02-28,2024-02-28,8-K,0001193125-24-049404,1
1748790,early_warning,1,auditor_change,2026-08-14,2026-08-14,8-K,0001104659-26-096303,1
1751788,early_warning,1,exit_or_disposal_costs,2020-09-30,2020-09-30,8-K,0001751788-20-000028,1
1751788,early_warning,1,material_impairment,2020-09-30,2020-09-30,8-K,0001751788-20-000028,1
1751788,early_warning,1,exit_or_disposal_costs,2023-01-26,2023-01-26,8-K,0001751788-23-000006,1
1751788,early_warning,1,exit_or_disposal_costs,2025-01-30,2025-01-30,8-K,0001751788-25-000006,1
1751788,early_warning,1,exit_or_disposal_costs,2025-07-07,2025-07-07,8-K,0001751788-25-000139,1
1751788,early_warning,1,material_impairment,2025-07-07,2025-07-07,8-K,0001751788-25-000139,1
1751788,early_warning,1,exit_or_disposal_costs,2026-01-29,2026-01-29,8-K,0001751788-26-000009,1
1755672,early_warning,1,exit_or_disposal_costs,2020-02-25,2020-02-25,8-K,0001755672-20-000008,1
1755672,early_warning,1,exit_or_disposal_costs,2021-02-03,2021-02-03,8-K,0001755672-21-000005,1
1755672,early_warning,1,exit_or_disposal_costs,2022-08-04,2022-08-04,8-K,0001755672-22-000018,1
1755672,early_warning,1,exit_or_disposal_costs,2023-11-08,2023-11-08,8-K,0001755672-23-000022,1
1755672,early_warning,1,material_impairment,2023-11-08,2023-11-08,8-K,0001755672-23-000022,1
1755672,early_warning,1,exit_or_disposal_costs,2024-11-06,2024-11-06,8-K,0001755672-24-000021,1
1755672,early_warning,1,exit_or_disposal_costs,2026-06-12,2026-06-12,8-K/A,0001755672-26-000020,1
1755672,early_warning,1,material_impairment,2026-06-12,2026-06-12,8-K/A,0001755672-26-000020,1
1758057,near_default,3,delisting_by_exchange,2020-12-02,2020-12-02,25-NSE,0001354457-20-000741,0
1758057,early_warning,1,auditor_change,2020-12-08,2020-12-08,8-K,0001193125-20-312776,1
1758057,near_default,3,delisting_by_exchange,2021-03-05,2021-03-05,25-NSE,0001354457-21-000309,0
1758057,early_warning,1,late_annual_report,2021-04-01,2021-04-01,NT 10-K,0001628280-21-006290,0
1758057,early_warning,1,exit_or_disposal_costs,2024-05-03,2024-05-03,8-K,0001628280-24-020322,1
1758057,early_warning,1,exit_or_disposal_costs,2024-09-23,2024-09-23,8-K,0001628280-24-041117,1
1758057,stress,2,listing_rule_failure,2024-10-21,2024-10-21,8-K,0001628280-24-043139,0
1758057,early_warning,1,late_quarterly_report,2024-11-12,2024-11-12,NT 10-Q,0001628280-24-047116,0
1758057,early_warning,1,auditor_change,2025-04-01,2025-04-01,8-K,0001628280-25-015935,1
1758057,early_warning,1,late_quarterly_report,2025-05-16,2025-05-16,NT 10-Q,0001628280-25-026157,0
1758057,early_warning,1,exit_or_disposal_costs,2025-10-31,2025-10-31,8-K,0001758057-25-000006,1
1758057,default,4,chapter11_petition,2025-12-15,2025-12-15,8-K,0001140361-25-045494,0
1758057,near_default,3,debt_acceleration,2025-12-15,2025-12-15,8-K,0001140361-25-045494,0
1758057,stress,2,listing_rule_failure,2025-12-19,2025-12-19,8-K,0001140361-25-046216,0
1758057,early_warning,1,exit_or_disposal_costs,2025-12-29,2025-12-29,8-K,0001140361-25-046697,1
1758057,stress,2,listing_rule_failure,2026-01-12,2026-01-12,8-K,0001140361-26-000912,0
1758057,near_default,3,delisting_by_exchange,2026-01-23,2026-01-23,25-NSE,0001354457-26-000083,0
1759546,near_default,3,delisting_by_exchange,2020-10-23,2020-10-23,25-NSE,0001354457-20-000624,0
1759546,early_warning,1,auditor_change,2020-10-29,2020-10-29,8-K,0001104659-20-119279,1
1759546,near_default,3,delisting_by_exchange,2021-01-15,2021-01-15,25-NSE,0001354457-21-000063,0
1759546,stress,2,restatement_non_reliance,2021-05-11,2021-05-11,8-K,0001104659-21-064530,0
1759546,early_warning,1,late_quarterly_report,2021-05-18,2021-05-18,NT 10-Q,0001104659-21-068940,0
1759546,stress,2,listing_rule_failure,2021-06-04,2021-06-04,8-K,0001558370-21-008022,0
1759546,stress,2,listing_rule_failure,2023-04-20,2023-04-20,8-K,0001104659-23-047437,0
1759546,default,4,chapter11_petition,2023-06-27,2023-06-27,8-K,0001104659-23-074944,0
1759546,early_warning,1,exit_or_disposal_costs,2023-06-27,2023-06-27,8-K,0001104659-23-074944,1
1759546,early_warning,1,material_impairment,2023-06-27,2023-06-27,8-K,0001104659-23-074944,1
1759546,stress,2,listing_rule_failure,2023-06-29,2023-06-29,8-K,0001104659-23-076003,0
1759546,near_default,3,delisting_by_exchange,2023-07-27,2023-07-27,25-NSE,0001354457-23-000539,0
1759546,early_warning,1,auditor_change,2024-04-18,2024-04-18,8-K,0001193125-24-099841,1
1760173,stress,2,listing_rule_failure,2019-03-11,2019-03-11,8-K12B,0001193125-19-069906,0
1760173,early_warning,1,late_annual_report,2020-03-17,2020-03-17,NT 10-K,0001193125-20-075447,0
1760173,stress,2,listing_rule_failure,2020-03-20,2020-03-20,8-K,0001193125-20-080712,0
1760173,stress,2,restatement_non_reliance,2020-04-09,2020-04-09,8-K,0001193125-20-101786,0
1760173,early_warning,1,material_impairment,2020-06-09,2020-06-09,8-K,0001193125-20-164737,1
1760173,early_warning,1,late_quarterly_report,2020-06-26,2020-06-26,NT 10-Q,0001193125-20-179531,0
1760173,early_warning,1,late_quarterly_report,2020-08-11,2020-08-11,NT 10-Q,0001193125-20-215721,0
1760173,early_warning,1,late_quarterly_report,2020-11-10,2020-11-10,NT 10-Q,0001193125-20-290137,0
1760173,early_warning,1,auditor_change,2021-04-08,2021-04-08,8-K,0001193125-21-109593,1
1760173,early_warning,1,auditor_change,2021-06-04,2021-06-04,8-K,0001193125-21-182890,1
1760173,stress,2,listing_rule_failure,2021-12-27,2021-12-27,8-K,0001193125-21-367068,0
1760173,early_warning,1,exit_or_disposal_costs,2022-11-09,2022-11-09,8-K,0001193125-22-280763,1
1760173,early_warning,1,exit_or_disposal_costs,2023-03-06,2023-03-06,8-K/A,0001193125-23-061153,1
1760173,stress,2,listing_rule_failure,2023-04-13,2023-04-13,8-K,0001193125-23-099978,0
1760173,stress,2,listing_rule_failure,2023-06-09,2023-06-09,8-K,0001193125-23-164346,0
1760173,default,4,chapter11_petition,2023-06-19,2023-06-20,8-K,0001193125-23-169695,0
1760173,near_default,3,debt_acceleration,2023-06-20,2023-06-20,8-K,0001193125-23-169695,0
1760173,early_warning,1,exit_or_disposal_costs,2023-06-20,2023-06-20,8-K,0001193125-23-169162,1
1760173,stress,2,listing_rule_failure,2023-06-23,2023-06-23,8-K,0001193125-23-173206,0
1760173,near_default,3,delisting_by_exchange,2023-07-27,2023-07-27,25-NSE,0001354457-23-000545,0
1760173,early_warning,1,late_quarterly_report,2023-08-14,2023-08-14,NT 10-Q,0001193125-23-212333,0
1760173,early_warning,1,auditor_change,2023-09-29,2023-09-29,8-K,0001213900-23-081015,1
1762322,early_warning,1,auditor_change,2020-11-16,2020-11-16,8-K/A,0001213900-20-037443,1
1762322,near_default,3,delisting_by_exchange,2021-01-14,2021-01-14,25-NSE,0001354457-21-000055,0
1762322,early_warning,1,exit_or_disposal_costs,2022-08-09,2022-08-09,8-K,0001762322-22-000076,1
1762322,early_warning,1,material_impairment,2022-08-09,2022-08-09,8-K,0001762322-22-000076,1
1762322,stress,2,listing_rule_failure,2022-10-07,2022-10-07,8-K,0001213900-22-062833,0
1762322,early_warning,1,exit_or_disposal_costs,2022-11-15,2022-11-15,8-K/A,0001213900-22-072785,1
1762322,stress,2,listing_rule_failure,2022-12-29,2022-12-29,8-K,0001213900-22-083555,0
1762322,stress,2,listing_rule_failure,2023-02-10,2023-02-10,8-K,0001213900-23-010282,0
1762322,stress,2,listing_rule_failure,2023-03-28,2023-03-28,8-K,0001762322-23-000009,0
1762322,stress,2,listing_rule_failure,2023-04-24,2023-04-24,8-K,0001213900-23-032061,0
1762322,early_warning,1,late_quarterly_report,2023-05-16,2023-05-16,NT 10-Q,0001213900-23-040114,0
1762322,early_warning,1,exit_or_disposal_costs,2023-07-11,2023-07-11,8-K,0001213900-23-056217,1
1762322,early_warning,1,material_impairment,2023-07-11,2023-07-11,8-K,0001213900-23-056217,1
1762322,early_warning,1,exit_or_disposal_costs,2023-09-05,2023-09-05,8-K,0001213900-23-073946,1
1762322,early_warning,1,material_impairment,2023-09-05,2023-09-05,8-K,0001213900-23-073946,1
1762322,default,4,chapter11_petition,2023-10-09,2023-10-10,8-K,0001213900-23-081257,0
1762322,near_default,3,debt_acceleration,2023-10-10,2023-10-10,8-K,0001213900-23-081257,0
1762322,stress,2,listing_rule_failure,2023-10-11,2023-10-11,8-K,0001013762-23-002963,0
1762322,near_default,3,delisting_by_exchange,2023-11-20,2023-11-20,25-NSE,0001354457-23-000868,0
1770141,early_warning,1,late_annual_report,2021-04-01,2021-04-01,NT 10-K,0001193125-21-102803,0
1770141,stress,2,restatement_non_reliance,2021-04-21,2021-04-21,8-K,0001193125-21-124692,0
1770141,near_default,3,delisting_by_exchange,2021-06-10,2021-06-10,25-NSE,0000876661-21-000861,0
1770141,early_warning,1,auditor_change,2021-06-15,2021-06-15,8-K/A,0001193125-21-191296,1
1770141,stress,2,restatement_non_reliance,2022-03-30,2022-03-30,8-K,0001628280-22-007787,0
1770141,early_warning,1,late_annual_report,2022-03-30,2022-03-30,NT 10-K,0001628280-22-007790,0
1770141,early_warning,1,late_quarterly_report,2022-05-16,2022-05-16,NT 10-Q,0001628280-22-014519,0
1770141,stress,2,listing_rule_failure,2022-05-19,2022-05-19,8-K,0001628280-22-014922,0
1770141,early_warning,1,auditor_change,2022-11-14,2022-11-14,8-K,0001193125-22-283753,1
1770141,early_warning,1,late_quarterly_report,2022-11-14,2022-11-14,NT 10-Q,0001193125-22-283765,0
1770141,default,4,chapter11_petition,2023-09-19,2023-09-19,8-K,0001193125-23-237292,0
1770141,near_default,3,debt_acceleration,2023-09-19,2023-09-19,8-K,0001193125-23-237292,0
1770141,early_warning,1,late_quarterly_report,2023-11-14,2023-11-14,NT 10-Q,0001628280-23-038915,0
1770141,stress,2,listing_rule_failure,2023-11-29,2023-11-29,8-K,0001628280-23-040224,0
1770141,near_default,3,delisting_by_exchange,2023-12-13,2023-12-13,25-NSE,0000876661-23-000962,0
1770141,stress,2,listing_rule_failure,2023-12-13,2023-12-13,8-K,0001628280-23-041443,0
1770141,stress,2,listing_rule_failure,2024-01-18,2024-01-18,8-K,0001770141-24-000003,0
1770141,early_warning,1,late_annual_report,2024-04-02,2024-04-02,NT 10-K,0001770141-24-000040,0
1770141,early_warning,1,late_quarterly_report,2024-05-15,2024-05-15,NT 10-Q,0001770141-24-000065,0
1770141,near_default,3,delisting_by_exchange,2024-06-10,2024-06-10,25-NSE,0000876661-24-000474,0
1770141,early_warning,1,late_quarterly_report,2024-08-14,2024-08-14,NT 10-Q,0001770141-24-000094,0
1770141,early_warning,1,late_quarterly_report,2024-11-14,2024-11-14,NT 10-Q,0001193125-24-258579,0
1770141,early_warning,1,late_annual_report,2025-03-31,2025-03-31,NT 10-K,0001193125-25-068725,0
1770141,early_warning,1,late_quarterly_report,2025-05-15,2025-05-15,NT 10-Q,0001193125-25-120779,0
1770141,early_warning,1,late_quarterly_report,2025-08-14,2025-08-14,NT 10-Q,0001193125-25-180770,0
1770141,early_warning,1,late_quarterly_report,2025-11-14,2025-11-14,NT 10-Q,0001193125-25-282866,0
1770141,early_warning,1,late_annual_report,2026-03-31,2026-03-31,NT 10-K,0001193125-26-134465,0
1770141,early_warning,1,late_quarterly_report,2026-05-15,2026-05-15,NT 10-Q,0001193125-26-226598,0
1772695,stress,2,listing_rule_failure,2025-04-04,2025-04-04,8-K,0001772695-25-000054,0
1772695,early_warning,1,late_quarterly_report,2025-05-12,2025-05-12,NT 10-Q,0001772695-25-000082,0
1772695,stress,2,listing_rule_failure,2025-05-23,2025-05-23,8-K,0001772695-25-000094,0
1772695,near_default,3,debt_acceleration,2025-06-05,2025-06-05,8-K,0001772695-25-000102,0
1772695,early_warning,1,exit_or_disposal_costs,2025-06-05,2025-06-05,8-K,0001772695-25-000102,1
1772695,default,4,chapter11_petition,2025-06-08,2025-06-09,8-K,0001772695-25-000105,0
1772695,near_default,3,debt_acceleration,2025-06-09,2025-06-09,8-K,0001772695-25-000105,0
1772695,near_default,3,delisting_by_exchange,2025-06-10,2025-06-10,25-NSE,0000876661-25-000435,0
1772695,stress,2,listing_rule_failure,2025-06-10,2025-06-10,8-K,0001772695-25-000110,0
1775625,stress,2,listing_rule_failure,2022-11-23,2022-11-23,8-K,0001775625-22-000098,0
1775625,stress,2,listing_rule_failure,2023-05-24,2023-05-24,8-K,0001775625-23-000063,0
1775625,default,4,chapter11_petition,2023-09-29,2023-10-02,8-K,0001775625-23-000109,0
1775625,near_default,3,debt_acceleration,2023-10-02,2023-10-02,8-K,0001775625-23-000112,0
1775625,stress,2,listing_rule_failure,2023-10-02,2023-10-02,8-K,0001775625-23-000112,0
1775625,near_default,3,delisting_by_exchange,2023-12-27,2023-12-27,25-NSE,0001354457-23-001004,0
1776197,stress,2,listing_rule_failure,2022-06-10,2022-06-10,8-K,0001193125-22-171947,0
1776197,stress,2,listing_rule_failure,2023-04-21,2023-04-21,8-K,0001193125-23-110676,0
1776197,early_warning,1,auditor_change,2023-08-10,2023-08-10,8-K,0001776197-23-000019,1
1776197,stress,2,listing_rule_failure,2023-08-21,2023-08-21,8-K,0001193125-23-216097,0
1776197,stress,2,listing_rule_failure,2023-10-20,2023-10-20,8-K,0001193125-23-259995,0
1776197,default,4,chapter11_petition,2023-10-22,2023-10-23,8-K,0001193125-23-260391,0
1776197,near_default,3,debt_acceleration,2023-10-23,2023-10-23,8-K,0001193125-23-260391,0
1776197,near_default,3,debt_acceleration,2023-10-27,2023-10-27,8-K,0001193125-23-265244,0
1776197,stress,2,listing_rule_failure,2023-10-27,2023-10-27,8-K,0001193125-23-265244,0
1776197,early_warning,1,late_quarterly_report,2023-11-14,2023-11-14,NT 10-Q,0001776197-23-000029,0
1776197,near_default,3,delisting_by_exchange,2023-11-20,2023-11-20,25-NSE,0001354457-23-000872,0
1779020,near_default,3,delisting_by_exchange,2020-12-30,2020-12-30,25-NSE,0000876661-20-001287,0
1779020,early_warning,1,auditor_change,2021-01-05,2021-01-05,8-K,0001213900-21-000468,1
1779020,early_warning,1,auditor_change,2021-01-06,2021-01-06,8-K/A,0001213900-21-000733,1
1779020,stress,2,restatement_non_reliance,2021-05-07,2021-05-07,8-K,0000950170-21-000142,0
1779020,early_warning,1,late_quarterly_report,2021-05-18,2021-05-18,NT 10-Q,0001213900-21-027610,0
1779020,near_default,3,delisting_by_exchange,2021-06-16,2021-06-16,25-NSE,0000876661-21-000907,0
1779020,early_warning,1,late_annual_report,2022-03-02,2022-03-02,NT 10-K,0001213900-22-010136,0
1779020,stress,2,listing_rule_failure,2024-01-29,2024-01-29,8-K,0000950170-24-008377,0
1779020,stress,2,listing_rule_failure,2024-05-24,2024-05-24,8-K,0000950170-24-064703,0
1779020,early_warning,1,late_quarterly_report,2024-11-15,2024-11-15,NT 10-Q,0000950170-24-127672,0
1779020,near_default,3,debt_acceleration,2024-12-17,2024-12-17,8-K,0000950170-24-137197,0
1779020,stress,2,listing_rule_failure,2024-12-31,2024-12-31,8-K,0000950170-24-141335,0
1779020,near_default,3,delisting_by_exchange,2025-01-17,2025-01-17,25-NSE,0000876661-25-000043,0
1779020,near_default,3,debt_acceleration,2025-02-11,2025-02-11,8-K,0000950170-25-018029,0
1779020,default,4,chapter11_petition,2025-03-18,2025-03-18,8-K,0000950170-25-041367,0
1779020,near_default,3,debt_acceleration,2025-03-18,2025-03-18,8-K,0000950170-25-041367,0
1784567,stress,2,restatement_non_reliance,2022-04-21,2022-04-21,8-K,0001493152-22-010602,0
1784567,near_default,3,debt_acceleration,2022-10-28,2022-10-28,8-K,0001493152-22-029852,0
1784567,stress,2,listing_rule_failure,2022-12-16,2022-12-16,8-K,0001784567-22-000056,0
1784567,stress,2,listing_rule_failure,2023-09-22,2023-09-22,8-K,0001784567-23-000063,0
1784567,near_default,3,debt_acceleration,2023-11-27,2023-11-27,8-K,0001493152-23-042796,0
1784567,near_default,3,debt_acceleration,2023-12-06,2023-12-06,8-K,0001493152-23-043906,0
1784567,default,4,chapter11_petition,2023-12-11,2023-12-15,8-K,0001493152-23-045017,0
1784567,near_default,3,debt_acceleration,2023-12-15,2023-12-15,8-K,0001493152-23-045017,0
1784567,stress,2,listing_rule_failure,2023-12-15,2023-12-15,8-K,0001493152-23-045017,0
1784567,near_default,3,delisting_by_exchange,2024-02-15,2024-02-15,25-NSE,0001354457-24-000088,0
1784567,stress,2,listing_rule_failure,2024-02-21,2024-02-21,8-K,0001493152-24-007358,0
1794905,stress,2,restatement_non_reliance,2021-05-13,2021-05-13,8-K,0001104659-21-065373,0
1794905,early_warning,1,late_quarterly_report,2021-05-17,2021-05-17,NT 10-Q,0001104659-21-068195,0
1794905,near_default,3,delisting_by_exchange,2021-07-29,2021-07-29,25-NSE,0001354457-21-000882,0
1794905,early_warning,1,auditor_change,2021-08-04,2021-08-04,8-K,0001193125-21-236394,1
1794905,near_default,3,delisting_by_exchange,2022-01-19,2022-01-19,25-NSE,0001354457-22-000050,0
1794905,stress,2,listing_rule_failure,2023-03-30,2023-03-30,8-K,0001794905-23-000021,0
1794905,stress,2,listing_rule_failure,2023-05-11,2023-05-11,8-K,0001794905-23-000052,0
1794905,default,4,chapter11_petition,2023-06-04,2023-06-05,8-K,0001193125-23-160378,0
1794905,near_default,3,debt_acceleration,2023-06-05,2023-06-05,8-K,0001193125-23-160378,0
1794905,stress,2,listing_rule_failure,2023-06-09,2023-06-09,8-K,0001193125-23-164436,0
1794905,near_default,3,delisting_by_exchange,2023-07-10,2023-07-10,25-NSE,0001354457-23-000487,0
1800682,stress,2,restatement_non_reliance,2021-04-27,2021-04-27,8-K,0001193125-21-134479,0
1800682,early_warning,1,late_quarterly_report,2021-05-18,2021-05-18,NT 10-Q,0001193125-21-164864,0
1800682,near_default,3,delisting_by_exchange,2021-06-04,2021-06-04,25-NSE,0000876661-21-000840,0
1800682,early_warning,1,auditor_change,2021-06-09,2021-06-09,8-K,0001193125-21-186694,1
1800682,early_warning,1,late_annual_report,2022-03-02,2022-03-02,NT 10-K,0001193125-22-062300,0
1800682,stress,2,restatement_non_reliance,2022-03-14,2022-03-14,8-K,0001193125-22-074606,0
1800682,early_warning,1,late_annual_report,2023-03-02,2023-03-02,NT 10-K,0001193125-23-056597,0
1800682,early_warning,1,late_quarterly_report,2023-08-10,2023-08-10,NT 10-Q,0001800682-23-000027,0
1800682,stress,2,listing_rule_failure,2023-09-11,2023-09-11,8-K,0001800682-23-000031,0
1800682,near_default,3,delisting_by_exchange,2023-11-13,2023-11-13,25-NSE,0000876661-23-000842,0
1800682,early_warning,1,late_quarterly_report,2023-11-13,2023-11-13,NT 10-Q,0001193125-23-274745,0
1800682,stress,2,listing_rule_failure,2023-11-15,2023-11-15,8-K,0001193125-23-277933,0
1800682,stress,2,listing_rule_failure,2023-12-29,2023-12-29,8-K,0001193125-23-305997,0
1800682,default,4,chapter11_petition,2024-02-05,2024-02-05,8-K,0001193125-24-023512,0
1800682,near_default,3,debt_acceleration,2024-02-05,2024-02-05,8-K,0001193125-24-023512,0
1800682,stress,2,listing_rule_failure,2024-02-05,2024-02-05,8-K,0001193125-24-024136,0
1800682,near_default,3,delisting_by_exchange,2024-02-06,2024-02-06,25-NSE,0000876661-24-000084,0
1800682,early_warning,1,late_annual_report,2024-03-18,2024-03-18,NT 10-K,0001193125-24-070234,0
1804591,stress,2,restatement_non_reliance,2021-05-03,2021-05-03,8-K,0000950103-21-006602,0
1804591,early_warning,1,late_quarterly_report,2021-05-17,2021-05-17,NT 10-Q,0000950103-21-007336,0
1804591,stress,2,listing_rule_failure,2021-05-27,2021-05-27,8-K,0000950103-21-007925,0
1804591,stress,2,listing_rule_failure,2021-05-28,2021-05-28,8-K,0000950103-21-008142,0
1804591,near_default,3,delisting_filed,2021-06-16,2021-06-16,25,0000950103-21-008912,0
1804591,early_warning,1,auditor_change,2021-06-21,2021-06-21,8-K/A,0001193125-21-194259,1
1804591,near_default,3,delisting_by_exchange,2021-12-22,2021-12-22,25-NSE,0001354457-21-001497,0
1804591,early_warning,1,exit_or_disposal_costs,2023-06-09,2023-06-09,8-K,0001193125-23-164438,1
1804591,early_warning,1,exit_or_disposal_costs,2023-08-08,2023-08-08,8-K,0000950170-23-039809,1
1804591,stress,2,listing_rule_failure,2023-11-13,2023-11-13,8-K,0001193125-23-276010,0
1804591,stress,2,listing_rule_failure,2024-05-10,2024-05-10,8-K,0001193125-24-136147,0
1804591,stress,2,listing_rule_failure,2024-09-18,2024-09-18,8-K,0001193125-24-221425,0
1804591,stress,2,listing_rule_failure,2024-10-30,2024-10-30,8-K,0001193125-24-247653,0
1804591,default,4,chapter11_petition,2025-03-24,2025-03-24,8-K,0001193125-25-060817,0
1804591,stress,2,listing_rule_failure,2025-03-28,2025-03-28,8-K,0001193125-25-067076,0
1804591,near_default,3,delisting_filed,2025-06-06,2025-06-06,25,0001193125-25-137043,0
1804591,early_warning,1,late_quarterly_report,2025-11-07,2025-11-07,NT 10-Q,0001193125-25-272320,0
1807707,near_default,3,delisting_by_exchange,2021-01-29,2021-01-29,25-NSE,0001354457-21-000133,0
1807707,early_warning,1,auditor_change,2021-02-02,2021-02-02,8-K,0001104659-21-010348,1
1807707,stress,2,restatement_non_reliance,2021-05-14,2021-05-14,8-K,0001807707-21-000014,0
1807707,stress,2,listing_rule_failure,2023-01-18,2023-01-18,8-K,0001807707-23-000013,0
1807707,stress,2,listing_rule_failure,2023-04-21,2023-04-21,8-K,0001807707-23-000038,0
1807707,near_default,3,debt_acceleration,2023-06-05,2023-06-05,8-K,0001807707-23-000057,0
1807707,near_default,3,debt_acceleration,2023-07-17,2023-07-17,8-K,0001807707-23-000095,0
1807707,default,4,chapter11_petition,2023-07-24,2023-07-24,8-K,0001807707-23-000104,0
1807707,near_default,3,debt_acceleration,2023-07-24,2023-07-24,8-K,0001807707-23-000104,0
1807707,stress,2,listing_rule_failure,2023-07-24,2023-07-24,8-K,0001807707-23-000104,0
