cik,company,sic,fts_date,item103_date,item103_accession,source_url,petition_date,date_basis,total_assets,periodic_filings_before,last_periodic,has_item103,has_chapter11_text,has_chapter7_text,verdict,reasons
1743587,John Deere Owner Trust 2018-B,6189,2018-07-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1021162,TRIUMPH GROUP INC,3720,2018-07-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
73605,OAKRIDGE HOLDINGS INC,3728,2018-07-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1742373,GS Mortgage Securities Trust 2018-GS10,6189,2018-07-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1096132,"PETRONE WORLDWIDE, INC.",8742,2018-07-31,2018-07-31,0001663577-18-000339,https://www.sec.gov/Archives/edgar/data/1096132/000166357718000339/mainbody.htm,,,,13,2017-12-11,True,True,True,rejected,"Chapter 7 liquidation, not Chapter 11"
844985,POSITRON CORP,3845,2018-08-01,2018-08-01,0001615774-18-007286,,,,,32,2015-11-23,True,False,False,rejected,stopped reporting 982 days before the event
1744707,BANK 2018-BNK13,6189,2018-08-02,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1698990,Magnolia Oil & Gas Corp,1311,2018-08-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,3312,2018-08-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1308208,"UNIVERSAL LOGISTICS HOLDINGS, INC.",4213,2018-08-16,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1745529,Benchmark 2018-B5 Mortgage Trust,6189,2018-08-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1622353,"Jernigan Capital, Inc.",6798,2018-08-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1745511,CSAIL 2018-CX12 Commercial Mortgage Trust,6189,2018-08-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1746406,CD 2018-CD7 Mortgage Trust,6189,2018-08-24,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1465470,NaturalShrimp Inc,0900,2018-08-27,2024-09-13,0001493152-24-036227,https://www.sec.gov/Archives/edgar/data/1465470/000149315224036227/form8-k.htm,,,,60,2024-08-14,True,False,False,rejected,item 1.03 present but no Chapter 11 language in the filing
1744982,UBS Commercial Mortgage Trust 2018-C12,6189,2018-08-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1748940,Wells Fargo Commercial Mortgage Trust 2018-C46,6189,2018-08-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1070412,CNX Resources Corp,1311,2018-08-31,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1518520,"Icagen, Inc.",8731,2018-09-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
941685,IMAGEWARE SYSTEMS INC,7372,2018-09-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1402328,Sunshine Biopharma Inc.,2834,2018-09-14,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
914122,"Perma-Pipe International Holdings, Inc.",3564,2018-09-24,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1686850,"Motus GI Holdings, Inc.",3841,2018-09-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1586049,Oxford Immunotec Global PLC,2835,2018-09-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1749973,BANK 2018-BNK14,6189,2018-09-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1374535,Altra Industrial Motion Corp.,3569,2018-10-01,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1319161,Warner Music Group Corp.,7900,2018-10-09,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1751874,BENCHMARK 2018-B6 MORTGAGE TRUST,6189,2018-10-09,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1749360,UBS Commercial Mortgage Trust 2018-C13,6189,2018-10-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1751743,Morgan Stanley Capital I Trust 2018-L1,6189,2018-10-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
884614,UGI CORP /PA/,4932,2018-10-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1753233,Wells Fargo Commercial Mortgage Trust 2018-C47,6189,2018-10-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1094038,"Marker Therapeutics, Inc.",2834,2018-10-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1752363,DBGS 2018-C1 Mortgage Trust,6189,2018-10-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1757056,Mercedes-Benz Auto Lease Trust 2018-B,6189,2018-11-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
883902,"Cornerstone Building Brands, Inc.",3448,2018-11-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
820380,INTERNATIONAL AUTOMATED SYSTEMS INC,7372,2018-11-21,2018-11-21,0001493152-18-016596,,,,,23,2017-05-12,True,False,False,rejected,stopped reporting 558 days before the event
1699683,Longfin Corp,7374,2018-11-21,2018-11-21,0001493152-18-016601,,,,,4,2018-08-13,True,False,False,rejected,only 4 periodic filings before the event
1571759,"iNeedMD Holdings, Inc.",3841,2018-11-26,2018-11-26,0001477932-18-005739,,,,,12,2017-02-08,True,False,False,rejected,stopped reporting 656 days before the event
1338929,"Authentic Holdings, Inc.",5130,2018-11-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1757018,Benchmark 2018-B7 Mortgage Trust,6189,2018-11-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1756271,BANK 2018-BNK15,6189,2018-11-29,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1752594,CSAIL 2018-C14 Commercial Mortgage Trust,6189,2018-11-29,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1053374,IPASS INC,7374,2018-12-03,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1757925,CITIGROUP COMMERCIAL MORTGAGE TRUST 2018-C6,6189,2018-12-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1758292,UBS Commercial Mortgage Trust 2018-C14,6189,2018-12-12,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1757928,Wells Fargo Commercial Mortgage Trust 2018-C48,6189,2018-12-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1754913,BBCMS Mortgage Trust 2018-C2,6189,2018-12-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1758882,Morgan Stanley Capital I Trust 2018-H4,6189,2018-12-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1758901,Benchmark 2018-B8 Mortgage Trust,6189,2018-12-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
709283,QUANTUM CORP /DE/,3572,2018-12-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1760337,UBS Commercial Mortgage Trust 2018-C15,6189,2018-12-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
896493,"Hyperscale Data, Inc.",3533,2018-12-31,2023-08-03,0001214659-23-010730,https://www.sec.gov/Archives/edgar/data/896493/000121465923010730/s822308k.htm,,,,62,2023-05-22,True,False,False,rejected,item 1.03 present but no Chapter 11 language in the filing
1378453,TravelCenters of America Inc. /MD/,5500,2019-01-16,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
945394,Service Properties Trust,6798,2019-01-17,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1763960,Mercedes-Benz Auto Lease Trust 2019-A,6189,2019-01-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
798287,PAMT CORP,4213,2019-01-31,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
41719,Magnera Corp,2621,2019-02-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1764759,BENCHMARK 2019-B9 MORTGAGE TRUST,6189,2019-02-14,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1717307,Industrial Logistics Properties Trust,6798,2019-02-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1763333,BANK 2019-BNK16,6189,2019-02-21,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1763207,GS Mortgage Securities Trust 2019-GC38,6189,2019-02-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1763501,JPMCC Commercial Mortgage Securities Trust 2019-COR4,6189,2019-02-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1763001,Wells Fargo Commercial Mortgage Trust 2019-C49,6189,2019-03-05,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1538495,"Earth Science Tech, Inc.",2834,2019-03-06,2019-01-16,0001493152-19-000713,https://www.sec.gov/Archives/edgar/data/1538495/000149315219000713/form8-k.htm,,,,17,2018-11-19,True,False,False,rejected,item 1.03 present but no Chapter 11 language in the filing
1763502,CSAIL 2019-C15 Commercial Mortgage Trust,6189,2019-03-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1767345,John Deere Owner Trust 2019,6189,2019-03-07,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1766660,Morgan Stanley Capital I Trust 2019-L2,6189,2019-03-12,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1624326,PAVmed Inc.,3841,2019-03-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
812128,SANDERSON FARMS INC,2015,2019-03-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1402436,SS&C Technologies Holdings Inc,7372,2019-03-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1769961,BANK 2019-BNK17,6189,2019-04-04,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1766367,Benchmark 2019-B10 Mortgage Trust,6189,2019-04-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
879585,"ATN International, Inc.",4813,2019-04-16,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1769322,UBS Commercial Mortgage Trust 2019-C16,6189,2019-04-16,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1771200,CF 2019-CF1 Mortgage Trust,6189,2019-04-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1023364,"AutoWeb, Inc.",7370,2019-05-01,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
914712,Steel Connect LLC,7389,2019-05-03,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1372020,Great Lakes Dredge & Dock CORP,1600,2019-05-09,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1471727,SRX Global Inc.,2080,2019-05-10,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1478242,IQVIA HOLDINGS INC.,8731,2019-05-10,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1770572,Wells Fargo Commercial Mortgage Trust 2019-C50,6189,2019-05-14,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1771501,GS Mortgage Securities Trust 2019-GC39,6189,2019-05-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
31235,EASTMAN KODAK CO,3861,2019-05-24,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1552845,Natur International Corp.,8082,2019-05-28,2019-05-28,0001213900-19-009663,https://www.sec.gov/Archives/edgar/data/1552845/000121390019009663/f8k052219_naturinternational.htm,,,,27,2019-05-15,True,False,False,rejected,item 1.03 present but no Chapter 11 language in the filing
1774962,BANK 2019-BNK18,6189,2019-05-31,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1692951,"Cottonwood Communities, Inc.",6798,2019-06-04,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
355429,PROTECTIVE LIFE CORP,6311,2019-06-05,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1513965,"Third Coast Midstream, LLC",4922,2019-06-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1651286,"Steadfast Apartment REIT III, Inc.",6798,2019-06-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1609711,GoDaddy Inc.,7373,2019-06-07,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1715611,BODY & MIND INC.,2834,2019-06-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1772527,BBCMS Mortgage Trust 2019-C3,6189,2019-06-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1775756,Benchmark 2019-B11 Mortgage Trust,6189,2019-06-17,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1773339,Morgan Stanley Capital I Trust 2019-H6,6189,2019-06-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1735828,Legacy Reserves Inc.,1311,2019-06-21,2019-06-21,0001140361-19-011356,,,,,3,2019-05-10,True,False,False,rejected,only 3 periodic filings before the event
1776086,CSAIL 2019-C16 Commercial Mortgage Trust,6189,2019-06-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1774801,JPMCC Commercial Mortgage Securities Trust 2019-COR5,6189,2019-06-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
771999,"DSS, INC.",2650,2019-07-02,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1016169,"ANTARES PHARMA, INC.",3841,2019-07-05,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1593936,"Michaels Companies, Inc.",5945,2019-07-09,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1679817,"OZOP ENERGY SOLUTIONS, INC.",3690,2019-07-10,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1778232,GS Mortgage Securities Trust 2019-GC40,6189,2019-07-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1776721,Wells Fargo Commercial Mortgage Trust 2019-C51,6189,2019-07-11,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1781565,John Deere Owner Trust 2019-B,6189,2019-07-18,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1387156,AIRXPANDERS INC,3842,2019-07-25,2019-07-25,0001437749-19-014564,https://www.sec.gov/Archives/edgar/data/1387156/000143774919014564/axpd20190722_8k.htm,,,,8,2019-05-15,True,True,True,rejected,"Chapter 7 liquidation, not Chapter 11"
1778749,Morgan Stanley Capital I Trust 2019-H7,6189,2019-07-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1720201,iPic Entertainment Inc.,5810,2019-08-05,2019-08-05,0001213900-19-014553,,,,,7,2019-05-20,True,False,False,needs_review,could not fetch filing text: fetching https://www.sec.gov/Archives/edgar/data/1720201/000121390019014553/f8k080519_ipicentertainment.htm: HTTP Error 503: Service Unavailable
1780859,BANK 2019-BNK19,6189,2019-08-08,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1781089,BENCHMARK 2019-B12 MORTGAGE TRUST,6189,2019-08-08,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1528837,Sanchez Energy Corp,1311,2019-08-12,2019-08-12,0001104659-19-045170,,,,,30,2019-05-08,True,False,False,needs_review,could not fetch filing text: fetching https://www.sec.gov/Archives/edgar/data/1528837/000110465919045170/a19-16941_18k.htm: HTTP Error 503: Service Unavailable
1614556,Star Alliance International Corp.,1040,2019-08-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1654948,"Hartman vREIT XXI, Inc.",6798,2019-08-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1783287,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-GC41,6189,2019-08-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1780678,Wells Fargo Commercial Mortgage Trust 2019-C52,6189,2019-08-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1782003,CD 2019-CD8 Mortgage Trust,6189,2019-08-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1780131,BBCMS Mortgage Trust 2019-C4,6189,2019-08-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1498547,"CIM GROUP, INC.",6798,2019-09-03,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1785844,Mercedes-Benz Auto Receivables Trust 2019-1,6189,2019-09-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1786008,CSAIL 2019-C17 Commercial Mortgage Trust,6189,2019-09-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1547361,Morgan Stanley Capital I Inc.,6189,2019-09-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1409916,Nobilis Health Corp.,8062,2019-09-27,2019-09-27,0001409916-19-000051,,,,,15,2018-08-03,True,False,False,rejected,stopped reporting 420 days before the event
1787000,GS Mortgage Securities Trust 2019-GC42,6189,2019-09-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1785812,UBS Commercial Mortgage Trust 2019-C17,6189,2019-10-15,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1785881,Benchmark 2019-B13 Mortgage Trust,6189,2019-10-17,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1787001,CF 2019-CF2 Mortgage Trust,6189,2019-10-17,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
796764,"PREMIER EXHIBITIONS, INC.",7900,2019-10-18,2019-10-18,0001171843-19-006611,,,,,76,2015-10-15,True,False,False,rejected,stopped reporting 1464 days before the event
1787490,BANK 2019-BNK21,6189,2019-10-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
815097,Carnival Corp Ltd.,4400,2019-10-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1784958,BANK 2019-BNK20,6189,2019-10-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1579010,"Life On Earth, Inc.",2080,2019-11-05,2019-11-05,0001017386-19-000285,https://www.sec.gov/Archives/edgar/data/1579010/000101738619000285/lfer_2019nov5-8k.htm,,,,23,2019-10-18,True,True,True,rejected,"Chapter 7 liquidation, not Chapter 11"
58361,"LEE ENTERPRISES, Inc",2711,2019-11-05,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1379006,"NANOVIRICIDES, INC.",2834,2019-11-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1789356,Wells Fargo Commercial Mortgage Trust 2019-C53,6189,2019-11-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1789954,GS Mortgage Securities Trust 2019-GSA1,6189,2019-11-08,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
889348,CPI AEROSTRUCTURES INC,3728,2019-11-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1791183,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-GC43,6189,2019-11-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1791507,Mercedes-Benz Auto Lease Trust 2019-B,6189,2019-11-15,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1789307,BANK 2019-BNK22,6189,2019-11-15,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1561880,"Legacy Education Alliance, Inc.",8200,2019-11-21,2019-11-21,0001213900-19-024367,https://www.sec.gov/Archives/edgar/data/1561880/000121390019024367/f8k112119_legacyedu.htm,,,,27,2019-11-13,True,False,False,rejected,item 1.03 present but no Chapter 11 language in the filing
1790013,Benchmark 2019-B14 Mortgage Trust,6189,2019-11-21,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1791295,Morgan Stanley Capital I Trust 2019-L3,6189,2019-11-21,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1494319,Univar Solutions Inc.,5160,2019-11-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
811222,Cardiff Lexington Corp,8011,2019-11-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1790441,BBCMS Mortgage Trust 2019-C5,6189,2019-11-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1792158,JPMDB Commercial Mortgage Securities Trust 2019-COR6,6189,2019-11-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1791239,Wells Fargo Commercial Mortgage Trust 2019-C54,6189,2019-12-03,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1792414,BANK 2019-BNK23,6189,2019-12-10,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1792157,COMM 2019-GC44 Mortgage Trust,6189,2019-12-12,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1792905,CSAIL 2019-C18 Commercial Mortgage Trust,6189,2019-12-12,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
18926,"Lumen Technologies, Inc.",4813,2019-12-16,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1793651,BENCHMARK 2019-B15 MORTGAGE TRUST,6189,2019-12-18,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
865941,CELADON GROUP INC,4213,2019-12-19,2019-12-19,0001008886-19-000206,,,,,83,2017-02-10,True,False,False,rejected,stopped reporting 1042 days before the event
1793165,BANK 2019-BNK24,6189,2019-12-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1794303,CITIGROUP COMMERCIAL MORTGAGE TRUST 2019-C7,6189,2019-12-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
891103,"Match Group, Inc.",7370,2019-12-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1793744,CF 2019-CF3 Mortgage Trust,6189,2019-12-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1793856,UBS Commercial Mortgage Trust 2019-C18,6189,2019-12-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1575189,"Match Group Holdings II, LLC",7370,2019-12-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1670869,"Rocky Mountain High Brands, Inc.",2080,2019-12-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
890821,"Enveric Biosciences, Inc.",2834,2020-01-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1496268,"REVA Medical, Inc.",3842,2020-01-15,2020-01-15,0001193125-20-007549,,,,,32,2018-11-06,True,False,False,rejected,stopped reporting 435 days before the event
1797084,Mercedes-Benz Auto Lease Trust 2020-A,6189,2020-01-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1534504,PBF Energy Inc.,2911,2020-01-24,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1040792,Helios & Matheson Analytics Inc.,7380,2020-01-29,2020-01-29,0001213900-20-002055,,,,,79,2018-11-15,True,False,False,rejected,stopped reporting 440 days before the event
1496818,"STEALTH TECHNOLOGIES, INC.",7389,2020-01-30,2020-01-30,0001493152-20-001374,https://www.sec.gov/Archives/edgar/data/1496818/000149315220001374/form8-k.htm,,,,35,2019-11-27,True,True,True,rejected,"Chapter 7 liquidation, not Chapter 11"
1798388,GS Mortgage Securities Trust 2020-GC45,6189,2020-01-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1797288,Benchmark 2020-B16 Mortgage Trust,6189,2020-02-12,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1797056,BANK 2020-BNK25,6189,2020-02-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1797679,BBCMS Mortgage Trust 2020-C6,6189,2020-02-19,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1799463,Morgan Stanley Capital I Trust 2020-L4,6189,2020-02-20,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
106640,WHIRLPOOL CORP /DE/,3630,2020-02-21,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1800294,CITIGROUP COMMERCIAL MORTGAGE TRUST 2020-GC46,6189,2020-02-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1799385,Wells Fargo Commercial Mortgage Trust 2020-C55,6189,2020-02-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1801338,Benchmark 2020-IG1 Mortgage Trust,6189,2020-02-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1069680,"Hannover House, Inc.",7812,2020-03-02,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1802617,John Deere Owner Trust 2020,6189,2020-03-06,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1803308,BANK 2020-BNK26,6189,2020-03-12,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1803020,Daimler Trucks Retail Trust 2020-1,6189,2020-03-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1802215,Benchmark 2020-B17 Mortgage Trust,6189,2020-03-24,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1527844,"Globe Photos, Inc.",5990,2020-03-25,2020-03-25,0001683168-20-000953,https://www.sec.gov/Archives/edgar/data/1527844/000168316820000953/globe_8k.htm,,,,19,2019-11-14,True,True,True,rejected,"Chapter 7 liquidation, not Chapter 11"
1803702,CSAIL 2020-C19 Commercial Mortgage Trust,6189,2020-03-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
887396,EMPIRE PETROLEUM CORP,1311,2020-04-10,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
731802,ATMOS ENERGY CORP,4924,2020-04-13,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1157987,MERRILL LYNCH DEPOSITOR INC PREFERREDPLUS TRUST SER CZN 1,6189,2020-04-17,2020-04-17,0000903423-20-000037,https://www.sec.gov/Archives/edgar/data/1157987/000090342320000037/pplusczn18k_0415.htm,2020-04-17,8k_filing_date_fallback,,18,2020-03-30,True,True,False,rejected,"total assets below 50,000,000"
1665918,US Foods Holding Corp.,5140,2020-04-29,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
40570,GEE Group Inc.,7361,2020-05-04,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1525773,Intelsat S.A.,4899,2020-05-14,2020-05-14,0001193125-20-142170,,,,,1,2020-02-20,True,False,False,rejected,only 1 periodic filings before the event
