cik,company,sic,fts_date,item103_date,item103_accession,source_url,petition_date,date_basis,total_assets,periodic_filings_before,last_periodic,has_item103,has_chapter11_text,has_chapter7_text,verdict,reasons
1513856,"Neurotrope, Inc.",2834,2020-05-18,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1810050,GS Mortgage Securities Trust 2020-GC47,6189,2020-05-21,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
850779,WELLS FARGO COMMERCIAL MORTGAGE SECURITIES INC,6189,2020-06-04,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1803858,Wells Fargo Commercial Mortgage Trust 2020-C56,6189,2020-06-04,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1813420,Mercedes-Benz Auto Receivables Trust 2020-1,6189,2020-06-18,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1529113,"XTI Aerospace, Inc.",7371,2020-06-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1037131,PLAYERS NETWORK,4841,2020-06-22,2020-06-22,0001493152-20-011567,,,,,43,2019-02-01,True,False,False,rejected,stopped reporting 507 days before the event
1585219,"Steadfast Apartment REIT, Inc.",6798,2020-06-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1812604,BBCMS Mortgage Trust 2020-C7,6189,2020-06-25,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1806944,BANK 2020-BNK27,6189,2020-06-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
895126,EXPAND ENERGY Corp,1311,2020-06-29,2020-06-29,0001104659-20-077745,https://www.sec.gov/Archives/edgar/data/895126/000110465920077745/tm2023599-1_8k.htm,2020-06-28,petition_date_from_8k_text,,94,2020-05-11,True,True,False,rejected,"total assets below 50,000,000"
1814389,JPMDB Commercial Mortgage Securities Trust 2020-COR7,6189,2020-06-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1590895,"Caesars Entertainment, Inc.",7011,2020-07-07,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1627606,DAVIDsTEA Inc.,5400,2020-07-09,2020-07-09,0001477932-20-003831,https://www.sec.gov/Archives/edgar/data/1627606/000147793220003831/dtea_8k.htm,,,,20,2020-06-16,True,False,False,rejected,item 1.03 present but no Chapter 11 language in the filing
1816589,John Deere Owner Trust 2020-B,6189,2020-07-15,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1816147,Benchmark 2020-B18 Mortgage Trust,6189,2020-07-31,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1816861,Morgan Stanley Capital I Trust 2020-HR8,6189,2020-07-31,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1725255,AdaptHealth Corp.,8082,2020-08-04,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1124524,"Cryoport, Inc.",2834,2020-08-21,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1443646,Booz Allen Hamilton Holding Corp,8742,2020-08-24,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1818654,Wells Fargo Commercial Mortgage Trust 2020-C57,6189,2020-08-26,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1818254,DBJPM 2020-C9 Mortgage Trust,6189,2020-08-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1113809,BUILD-A-BEAR WORKSHOP INC,5945,2020-08-31,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1821260,Mercedes-Benz Auto Lease Trust 2020-B,6189,2020-09-17,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1735707,Garrett Motion Inc.,3714,2020-09-21,2020-09-21,0001193125-20-249717,https://www.sec.gov/Archives/edgar/data/1735707/000119312520249717/d35574d8k.htm,2020-09-20,petition_date_from_8k_text,,8,2020-07-30,True,True,True,rejected,"total assets below 50,000,000"
1814974,"BBX Capital, Inc.",5400,2020-09-24,2020-09-24,0001193125-20-253161,,,,,0,,True,False,False,rejected,only 0 periodic filings before the event
1443388,GREEN HYGIENICS HOLDINGS INC.,1000,2020-09-29,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1821946,BENCHMARK 2020-B19 MORTGAGE TRUST,6189,2020-09-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1822166,BANK 2020-BNK28,6189,2020-09-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1059784,GENEREX BIOTECHNOLOGY CORP,2834,2020-10-09,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1804585,"NUGENEREX IMMUNO-ONCOLOGY, INC.",2834,2020-10-14,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1383701,Histogen Inc.,2834,2020-10-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1077428,TEXAS CAPITAL BANCSHARES INC/TX,6022,2020-10-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1823722,BBCMS Mortgage Trust 2020-C8,6189,2020-10-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1824482,Benchmark 2020-B20 Mortgage Trust,6189,2020-10-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1517342,PACIFIC DRILLING S.A.,1381,2020-11-02,2020-11-02,0001558370-20-012179,,,,,3,2020-08-07,True,False,False,rejected,only 3 periodic filings before the event
1516332,"Blue Water Global Group, Inc.",5812,2020-11-04,2020-11-04,0001683168-20-003689,,,,,16,2015-08-14,True,False,False,rejected,stopped reporting 1909 days before the event
1593470,"Tiger Reef, Inc.",4991,2020-11-04,2020-11-04,0001683168-20-003693,,,,,13,2017-08-23,True,False,False,rejected,stopped reporting 1169 days before the event
1627223,Chemours Co,2800,2020-11-27,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1827183,Benchmark 2020-B21 Mortgage Trust,6189,2020-11-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1830315,BANK 2020-BNK29,6189,2020-11-30,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1827054,Wells Fargo Commercial Mortgage Trust 2020-C58,6189,2020-12-16,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1452936,"Pacific Oak Strategic Opportunity REIT, Inc.",6798,2020-12-18,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1832874,BANK 2020-BNK30,6189,2020-12-22,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1443611,SinglePoint Inc.,5960,2020-12-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
931148,GRAFTECH INTERNATIONAL LTD,3620,2020-12-23,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1064728,PEABODY ENERGY CORP,1221,2020-12-28,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
1833522,GS Mortgage Securities Trust 2020-GSA2,6189,2020-12-29,,,,,,,0,,False,False,False,rejected,no 8-K carrying item 1.03 in window
