late_filing,auditor_change,delisting,covenant,impairment,material_weakness,going_concern,cik,as_of,label,fold
1,0,0,0,1,0,0,88948,2019-01-01,0,train
0,0,0,0,0,0,0,1213037,2021-07-01,0,train
0,0,0,0,0,1,0,1512762,2020-04-01,0,train
0,0,0,0,0,0,0,728535,2020-07-01,0,train
1,1,0,0,0,0,0,1518336,2020-10-01,0,train
0,0,0,0,0,0,0,831259,2021-10-01,0,train
1,0,1,0,0,1,1,1841845,2022-04-01,0,train
1,0,0,0,0,1,0,792987,2020-01-01,0,train
1,0,1,0,0,0,0,1355848,2020-10-01,0,train
1,0,0,0,0,1,1,1819496,2022-07-01,0,train
0,0,0,0,0,0,0,1774170,2021-10-01,0,train
0,0,0,0,0,1,0,1327811,2020-07-01,0,train
0,0,0,0,0,0,0,1523836,2019-01-01,0,train
0,0,1,0,0,0,0,1634379,2022-04-01,0,train
0,0,0,0,0,0,0,91576,2020-10-01,0,train
0,0,1,0,0,1,1,1462223,2023-01-01,0,train
0,0,0,0,0,0,0,82811,2020-01-01,0,train
1,0,1,0,0,1,0,1820721,2023-01-01,0,train
0,1,0,0,1,0,0,310354,2021-07-01,0,train
1,1,0,0,0,0,0,1019034,2022-10-01,0,train
0,0,0,0,0,0,0,1368757,2019-01-01,0,train
0,1,0,0,0,0,0,913241,2020-07-01,0,train
1,0,1,0,0,1,0,1840317,2023-04-01,0,train
0,0,0,0,0,0,1,1610618,2021-10-01,0,train
0,1,0,0,0,0,1,798528,2023-07-01,1,test
0,0,0,0,0,0,1,1841125,2023-07-01,1,test
0,1,0,0,0,1,1,1870143,2024-01-01,1,test
0,0,1,0,0,1,1,1758009,2024-04-01,1,test
0,1,0,0,0,0,0,1325670,2023-10-01,1,test
0,0,0,0,0,0,0,1478454,2024-10-01,1,test
0,0,0,0,0,1,0,1503274,2024-04-01,1,test
1,0,0,0,0,0,1,1879814,2023-10-01,1,test
1,1,0,0,0,1,1,1832161,2023-10-01,1,test
1,0,1,0,0,0,0,1869673,2024-04-01,1,test
1,0,0,0,0,0,1,1293971,2023-07-01,1,test
0,0,0,0,0,0,0,845385,2024-07-01,1,test
0,0,1,0,0,1,0,1501756,2024-10-01,1,test
1,1,1,0,0,0,0,1807887,2024-07-01,1,test
1,1,0,0,0,0,1,1394638,2025-01-01,1,test
1,1,0,0,0,0,0,1058811,2025-04-01,1,test
1,1,1,0,0,1,1,1729944,2024-07-01,1,test
0,0,0,0,0,0,0,730272,2023-10-01,1,test
0,0,0,0,0,1,0,1936258,2024-01-01,1,test
1,0,1,1,0,0,1,1417926,2024-07-01,1,test
0,0,1,0,0,0,1,1798562,2024-01-01,1,test
0,1,0,0,0,0,0,1414953,2024-07-01,1,test
1,1,0,0,0,1,0,1342936,2024-07-01,1,test
1,0,1,0,0,0,1,1527728,2024-04-01,1,test
0,1,0,0,0,0,0,1891101,2023-07-01,1,test
0,0,0,0,0,0,0,1478454,2024-04-01,1,test
1,0,0,0,0,0,1,1391426,2024-07-01,1,test
1,0,1,1,0,0,1,1417926,2023-10-01,1,test
0,0,0,0,0,1,0,1083743,2024-01-01,1,test
0,1,0,0,0,0,0,1681206,2024-07-01,1,test
1,1,1,0,0,1,1,1798270,2024-01-01,1,test
0,0,1,0,0,1,1,1735948,2024-04-01,1,test
1,0,1,1,0,0,1,1417926,2024-04-01,1,test
1,0,1,0,0,1,1,1509223,2025-04-01,1,test
0,0,0,0,0,0,0,72573,2024-10-01,1,test
1,0,0,0,0,0,1,1860484,2025-04-01,1,test
1,0,0,0,0,0,1,1383088,2025-01-01,1,test
0,0,0,0,0,0,0,704562,2023-10-01,1,test
1,1,0,0,0,0,0,1622879,2024-07-01,1,test
0,0,0,0,0,0,0,352825,2024-10-01,1,test
1,0,0,0,0,1,1,1844793,2023-10-01,1,test
0,0,0,0,0,0,0,1451809,2023-10-01,1,test
1,0,1,0,0,0,1,1083301,2023-07-01,1,test
1,0,1,0,0,0,0,1807887,2023-10-01,1,test
1,0,0,0,0,0,0,827871,2023-07-01,1,test
0,0,1,0,0,0,1,910267,2024-01-01,1,test
1,1,0,0,0,0,1,1530163,2024-01-01,1,test
1,1,1,0,0,1,1,1895249,2025-01-01,1,test
0,0,1,0,0,1,1,1279704,2024-01-01,1,test
1,0,0,0,0,0,1,1723059,2024-07-01,1,test
0,0,0,0,0,1,0,1620280,2024-10-01,1,test
0,0,1,0,0,1,1,1803914,2024-01-01,1,test
1,1,0,0,0,1,1,1342916,2024-10-01,1,test
0,0,1,0,0,0,1,1610618,2023-07-01,1,test
0,0,0,0,0,0,0,1866550,2023-10-01,1,test
1,0,0,1,0,1,1,1413754,2024-10-01,1,test
1,0,1,0,0,0,1,8504,2024-01-01,1,test
0,0,0,0,0,0,0,1967306,2024-04-01,1,test
1,1,1,0,0,1,1,1881551,2025-01-01,1,test
0,1,0,0,0,0,1,1540684,2024-07-01,1,test
0,0,0,0,0,0,0,72573,2025-04-01,1,test
0,0,1,0,0,0,1,1814215,2024-01-01,1,test
0,1,0,0,0,1,0,1069183,2024-10-01,1,test
0,0,0,0,0,0,0,777917,2024-04-01,1,test
0,0,0,0,0,1,0,1872525,2024-04-01,1,test
0,0,1,0,0,0,1,1636282,2024-01-01,1,test
0,0,0,0,0,1,0,1829280,2025-01-01,1,test
1,0,1,0,0,1,0,1162461,2023-10-01,1,test
1,0,0,0,0,0,1,1877461,2024-07-01,1,test
0,1,0,0,0,1,1,1941536,2024-01-01,1,test
0,0,0,0,0,0,0,907471,2024-10-01,1,test
1,0,1,0,0,0,1,1845149,2024-10-01,1,test
1,0,1,0,0,0,1,1389067,2025-01-01,1,test
1,0,0,0,0,1,0,1893311,2024-04-01,1,test
1,1,1,0,0,0,1,1757499,2024-04-01,1,test
1,1,0,0,0,1,0,1590496,2023-10-01,1,test
0,0,0,0,0,0,0,1345126,2025-01-01,1,test
1,0,1,0,0,0,1,1896212,2023-10-01,1,test
0,0,0,0,0,0,0,1823587,2023-10-01,1,test
1,1,1,1,0,0,1,1648087,2024-10-01,1,test
0,0,0,0,0,0,0,1141197,2023-07-01,1,test
0,0,0,0,0,0,0,1415311,2024-01-01,1,test
0,0,0,0,0,0,0,1681206,2024-01-01,1,test
1,0,0,0,0,0,0,1590496,2024-07-01,1,test
0,1,0,0,0,0,1,1117057,2024-01-01,1,test
1,0,1,0,0,0,1,1009759,2023-07-01,1,test
1,1,1,0,0,1,1,1906133,2024-10-01,1,test
0,0,0,0,0,1,0,1662991,2025-04-01,1,test
1,0,1,0,0,1,0,1162461,2023-07-01,1,test
0,0,0,0,0,0,1,1894630,2023-10-01,1,test
0,0,0,0,0,0,0,1556593,2023-10-01,1,test
1,1,0,0,0,1,0,1462120,2025-07-01,1,test
0,0,0,0,0,0,1,1792941,2023-10-01,1,test
1,0,0,0,0,1,0,1880613,2024-04-01,1,test
0,0,1,0,0,0,0,1636282,2024-04-01,1,test
1,0,0,0,0,1,0,1803914,2023-07-01,1,test
0,0,1,0,0,0,1,1814215,2024-04-01,1,test
0,0,1,0,0,1,1,1808898,2025-01-01,1,test
0,0,1,0,0,0,1,1403708,2024-04-01,1,test
1,0,1,0,0,0,1,1885461,2024-04-01,1,test
0,0,0,0,0,0,0,1035092,2023-10-01,1,test
1,1,1,0,0,1,0,1883788,2024-10-01,1,test
1,0,1,0,0,0,1,1648087,2024-04-01,1,test
0,0,0,0,0,1,0,1875444,2023-07-01,1,test
0,0,0,0,0,0,0,1823239,2024-10-01,1,test
0,0,1,0,0,0,1,1865506,2024-04-01,1,test
1,0,1,0,0,0,1,1527728,2024-01-01,1,test
1,1,1,0,0,0,0,1397183,2024-07-01,1,test
1,1,1,0,0,1,1,1410428,2023-10-01,1,test
1,1,1,0,0,1,0,1880613,2024-10-01,1,test
0,0,0,0,0,1,0,1893311,2023-10-01,1,test
0,0,0,0,0,0,0,1556593,2024-01-01,1,test
0,0,0,0,0,0,0,777917,2024-07-01,1,test
0,0,0,0,0,0,0,1393612,2024-07-01,1,test
1,1,0,0,0,0,0,1843724,2023-10-01,1,test
0,0,1,0,0,1,1,1825473,2023-07-01,1,test
0,0,1,0,0,1,1,1874097,2025-04-01,1,test
1,0,1,0,0,0,0,1828937,2024-10-01,1,test
1,1,0,0,0,1,0,1449792,2023-07-01,1,test
0,0,0,0,0,0,1,1230524,2023-07-01,1,test
0,0,0,0,0,0,0,1466026,2024-07-01,1,test
1,0,1,0,0,0,1,1879814,2024-07-01,1,test
1,1,0,0,0,0,1,1687926,2024-04-01,1,test
1,1,1,0,0,0,1,1769624,2023-07-01,1,test
1,1,0,0,0,1,0,810332,2023-07-01,1,test
0,1,0,0,0,1,1,798528,2023-10-01,1,test
0,0,1,0,0,1,1,1964979,2025-04-01,1,test
1,1,1,0,0,0,0,1784970,2024-04-01,1,test
1,1,0,0,0,0,1,1342936,2025-01-01,1,test
0,0,0,0,0,0,1,1540684,2024-01-01,1,test
1,0,1,0,0,1,1,1889450,2024-07-01,1,test
1,1,1,0,0,0,0,854800,2023-10-01,1,test
1,1,1,0,0,0,1,1893219,2025-04-01,1,test
1,1,1,0,0,1,0,810332,2024-01-01,1,test
1,0,0,0,0,0,0,1335112,2024-01-01,1,test
0,0,0,0,0,1,1,1367644,2023-10-01,1,test
1,0,1,0,0,1,0,1788717,2023-07-01,1,test
0,1,0,0,0,0,0,1445815,2024-07-01,1,test
0,0,0,0,0,0,0,1340122,2024-01-01,1,test
0,1,0,0,0,0,1,1643154,2023-10-01,1,test
0,1,0,0,0,0,1,1742927,2024-01-01,1,test
0,0,0,0,0,0,0,1345126,2025-04-01,1,test
1,1,0,0,0,0,1,1803977,2025-04-01,1,test
0,1,0,0,0,0,1,1742927,2023-10-01,1,test
1,0,0,0,0,0,1,1661039,2024-04-01,1,test
1,1,0,0,0,0,1,1131903,2024-10-01,1,test
1,1,1,0,0,1,1,1807887,2024-01-01,1,test
0,0,0,0,0,1,1,1133311,2023-07-01,1,test
0,0,0,0,0,0,0,911147,2025-07-01,1,test
0,1,0,0,0,1,0,914122,2024-07-01,1,test
1,1,1,0,0,0,0,1355848,2024-01-01,1,test
0,0,1,0,0,0,1,910267,2023-10-01,1,test
0,1,0,0,0,1,1,1117057,2024-04-01,1,test
0,0,0,0,0,0,0,1036262,2024-01-01,1,test
1,0,0,0,0,0,0,899394,2023-10-01,1,test
0,0,0,0,0,0,0,1828673,2024-01-01,1,test
1,0,0,0,0,0,1,1873441,2024-01-01,1,test
0,0,1,0,0,0,0,1636282,2024-10-01,1,test
1,0,0,0,0,0,1,1393781,2024-04-01,1,test
0,0,1,0,0,1,1,1964979,2025-01-01,1,test
0,1,0,0,0,1,1,1445815,2024-10-01,1,test
0,0,1,0,0,1,0,1501756,2024-07-01,1,test
0,0,0,0,0,0,0,1628808,2024-10-01,1,test
1,0,0,0,0,1,0,1721741,2024-07-01,1,test
0,0,0,0,0,0,0,730272,2024-01-01,1,test
1,0,0,0,0,0,1,1413891,2023-10-01,1,test
1,0,1,0,0,1,1,1885461,2024-07-01,1,test
0,0,0,0,0,1,0,1438943,2024-10-01,1,test
0,0,0,0,0,0,0,1423869,2025-01-01,1,test
1,1,1,0,0,1,1,1883788,2024-07-01,1,test
0,1,0,0,0,0,0,1552800,2023-07-01,1,test
0,0,0,0,0,0,1,1293971,2023-10-01,1,test
0,1,1,0,0,1,0,1785424,2023-10-01,1,test
0,0,0,0,1,0,0,1959348,2024-10-01,1,test
1,0,0,0,0,1,1,1721741,2024-10-01,1,test
0,1,1,0,0,1,1,1874097,2025-07-01,1,test
0,0,0,0,0,1,0,1503274,2024-01-01,1,test
1,1,1,0,0,1,1,1895249,2024-07-01,1,test
1,0,0,0,0,0,1,1681556,2023-07-01,1,test
1,0,0,0,0,1,0,1774170,2023-07-01,1,test
0,1,1,0,0,0,1,1883984,2024-04-01,1,test
1,1,0,0,0,1,1,1342916,2024-07-01,1,test
0,0,0,0,0,0,0,1556727,2024-04-01,1,test
1,0,0,0,0,0,1,895665,2023-07-01,1,test
0,1,0,0,0,0,0,1434647,2023-07-01,1,test
0,0,0,0,0,1,0,1571329,2024-04-01,1,test
0,0,1,0,0,1,1,926617,2023-10-01,1,test
0,0,0,0,0,1,1,1735948,2024-01-01,1,test
0,0,0,0,0,0,0,7084,2024-01-01,1,test
0,0,0,0,0,1,0,874761,2024-04-01,1,test
0,0,0,0,0,1,0,1040130,2023-07-01,1,test
0,0,1,0,0,1,1,1825473,2023-10-01,1,test
0,0,1,0,0,0,1,1477246,2024-01-01,1,test
0,0,0,0,0,1,0,1802156,2024-04-01,1,test
1,1,0,0,0,1,0,1404281,2025-01-01,1,test
0,0,0,0,0,0,1,1894630,2024-04-01,1,test
1,0,0,0,0,0,1,1758009,2023-10-01,1,test
1,1,1,0,0,0,1,1621672,2023-10-01,1,test
0,1,0,0,0,1,1,1839341,2025-04-01,1,test
0,1,0,0,0,1,0,88000,2025-01-01,1,test
1,0,0,0,0,0,0,1137547,2025-04-01,0,test
1,0,1,0,0,1,0,1830180,2023-07-01,0,test
1,0,0,0,0,0,1,1822372,2024-01-01,0,test
1,0,0,0,0,0,0,1861795,2024-10-01,0,test
0,0,1,0,0,0,0,1383414,2023-07-01,0,test
1,0,1,0,0,0,1,1597846,2025-07-01,0,test
0,0,0,0,0,1,0,1818331,2025-01-01,0,test
0,0,1,0,0,1,1,1527096,2024-01-01,0,test
0,0,0,0,0,0,0,1412095,2025-07-01,0,test
0,1,0,0,0,1,0,1934642,2024-04-01,0,test
0,0,0,0,0,0,0,1746618,2024-07-01,0,test
0,0,0,0,0,0,0,1690437,2023-07-01,0,test
1,0,1,0,0,1,1,1083301,2024-04-01,0,test
0,0,0,0,0,1,0,1824920,2024-04-01,0,test
0,0,0,0,0,0,0,1498547,2023-10-01,0,test
1,0,1,0,0,1,1,1841610,2025-01-01,0,test
0,0,0,0,0,0,0,1392380,2023-07-01,0,test
0,1,0,0,0,0,1,1516551,2024-01-01,0,test
0,1,0,0,0,0,0,1771951,2024-07-01,0,test
0,0,0,0,0,1,1,894158,2025-04-01,0,test
0,0,1,0,0,0,0,355379,2024-04-01,0,test
0,0,0,0,0,0,0,1289237,2024-01-01,0,test
0,0,1,0,0,0,0,1576263,2024-07-01,0,test
0,0,1,0,0,0,0,1422892,2024-07-01,0,test
0,0,0,0,0,0,1,1684688,2025-01-01,0,test
0,0,0,0,0,1,0,1873213,2025-07-01,0,test
1,0,1,0,0,1,1,1849635,2023-07-01,0,test
0,0,1,0,0,0,1,1533040,2023-07-01,0,test
0,1,1,0,0,0,1,1878313,2024-04-01,0,test
0,0,1,0,0,0,1,1871745,2023-10-01,0,test
0,0,0,0,0,0,0,94845,2024-01-01,0,test
1,0,1,0,0,1,1,1834518,2024-10-01,0,test
0,0,0,0,0,0,0,1618921,2024-01-01,0,test
0,0,1,0,0,0,1,1728328,2025-04-01,0,test
0,0,0,0,0,0,0,911147,2023-07-01,0,test
0,0,0,0,0,0,0,1411207,2025-07-01,0,test
1,0,0,0,0,0,0,1518336,2023-07-01,0,test
0,0,0,0,0,1,0,1883685,2024-04-01,0,test
0,0,0,0,0,0,0,1813814,2024-01-01,0,test
1,0,0,0,0,1,1,1099132,2025-01-01,0,test
0,0,0,0,0,0,0,41719,2023-10-01,0,test
0,0,0,0,0,0,1,1944212,2025-04-01,0,test
0,0,0,0,0,0,0,730272,2023-07-01,0,test
1,1,1,0,0,1,1,1673481,2025-07-01,0,test
0,0,0,0,0,0,0,1832466,2023-10-01,0,test
1,1,1,0,0,1,0,709283,2025-01-01,0,test
0,0,0,0,0,0,0,1393883,2023-07-01,0,test
1,0,0,0,0,0,0,885462,2024-01-01,0,test
0,0,0,0,0,0,1,1893325,2024-07-01,0,test
1,1,1,0,0,1,1,1840877,2024-04-01,0,test
0,0,0,0,0,0,0,707179,2025-04-01,0,test
0,0,0,0,0,0,0,20212,2023-07-01,0,test
1,0,0,0,0,1,0,833444,2025-01-01,0,test
0,1,0,0,0,0,1,1696195,2024-01-01,0,test
1,1,0,0,0,0,0,709005,2025-07-01,0,test
0,0,0,0,0,0,0,922358,2023-10-01,0,test
0,0,0,0,0,0,0,1792849,2023-07-01,0,test
1,1,0,0,0,1,1,811222,2023-07-01,0,test
1,0,0,0,0,0,1,1471781,2024-04-01,0,test
1,0,0,0,0,1,1,1639142,2023-07-01,0,test
1,1,0,0,0,0,1,1471781,2023-07-01,0,test
0,0,0,0,0,0,0,1067294,2025-07-01,0,test
0,0,0,0,0,0,1,1296484,2025-04-01,0,test
1,0,0,0,0,1,1,720154,2025-07-01,0,test
0,1,0,0,0,0,0,1053691,2023-10-01,0,test
0,0,0,0,0,0,0,845698,2024-04-01,0,test
1,0,1,0,0,1,1,1841867,2024-01-01,0,test
0,0,0,0,0,1,0,86312,2025-04-01,0,test
0,0,0,0,0,1,1,1867287,2024-10-01,0,test
0,0,0,0,0,1,1,1875547,2024-07-01,0,test
0,0,1,0,0,1,1,1697532,2024-04-01,0,test
1,0,0,0,0,1,1,1639142,2024-04-01,0,test
1,1,1,0,0,1,1,1083743,2025-07-01,0,test
0,0,1,0,0,1,0,1816017,2024-04-01,0,test
0,0,1,0,0,0,1,1870778,2025-01-01,0,test
0,0,0,0,0,0,0,749660,2024-04-01,0,test
0,0,1,0,0,1,0,1820566,2025-01-01,0,test
1,0,0,0,0,0,1,1324736,2023-10-01,0,test
0,0,0,0,0,0,0,1031296,2024-10-01,0,test
1,0,1,0,0,0,1,1860484,2024-01-01,0,test
0,0,1,0,0,1,0,1810182,2025-07-01,0,test
1,0,0,0,0,0,0,1683131,2024-01-01,0,test
0,0,1,0,0,1,1,1818089,2025-01-01,0,test
0,1,0,0,0,0,0,894671,2025-01-01,0,test
1,0,1,0,0,0,1,1820875,2024-10-01,0,test
1,0,1,0,0,0,1,1896212,2024-10-01,0,test
1,0,0,0,0,0,0,1325670,2024-04-01,0,test
1,0,0,0,0,0,1,1597892,2023-07-01,0,test
1,0,0,0,0,0,1,1622244,2023-10-01,0,test
1,0,1,0,0,0,0,1708341,2025-07-01,0,test
0,0,0,0,0,0,0,824142,2025-07-01,0,test
0,0,0,0,0,1,0,1698514,2025-01-01,0,test
1,0,0,0,0,0,1,1131903,2023-07-01,0,test
1,1,0,0,0,0,1,1592782,2024-07-01,0,test
0,0,0,0,0,0,0,1172222,2024-07-01,0,test
1,0,1,0,0,0,1,1662574,2024-10-01,0,test
1,0,1,0,0,1,1,1837344,2023-07-01,0,test
0,0,0,0,0,0,1,1590695,2025-04-01,0,test
1,1,1,0,0,0,0,885462,2025-01-01,0,test
0,0,0,0,0,1,0,1876766,2025-04-01,0,test
1,0,1,0,0,0,1,1662684,2025-01-01,0,test
0,0,0,1,0,0,0,1567892,2023-07-01,0,test
0,0,0,0,0,1,0,1824920,2025-07-01,0,test
1,0,1,0,0,0,1,1879221,2024-01-01,0,test
0,0,0,1,0,0,0,64803,2024-07-01,0,test
0,0,0,0,0,0,0,831259,2025-07-01,0,test
1,0,1,0,0,0,0,943034,2023-10-01,0,test
0,0,0,0,0,0,0,1496963,2023-07-01,0,test
0,1,0,0,0,1,0,1898795,2024-01-01,0,test
0,0,0,0,0,0,0,1772253,2023-10-01,0,test
0,0,0,0,0,0,1,1137091,2025-07-01,0,test
0,0,0,0,0,0,0,64803,2025-07-01,0,test
1,0,0,0,0,1,1,1468091,2025-04-01,0,test
0,0,0,1,0,1,1,1538217,2025-01-01,0,test
0,0,1,0,0,1,1,1191070,2025-04-01,0,test
0,0,0,0,0,0,0,1467858,2024-04-01,0,test
0,0,0,0,0,0,0,821130,2023-10-01,0,test
1,0,1,0,0,0,1,1802450,2025-07-01,0,test
0,0,0,0,0,0,0,1664740,2024-10-01,0,test
0,0,0,0,0,0,0,763532,2025-01-01,0,test
0,0,1,0,0,1,0,1522602,2024-01-01,0,test
0,0,0,0,0,0,0,1412502,2025-01-01,0,test
1,0,0,0,0,1,1,1570937,2023-07-01,0,test
1,0,1,0,0,0,1,1662684,2024-07-01,0,test
0,1,0,0,0,0,0,1761325,2024-07-01,0,test
0,0,0,0,0,0,0,763563,2024-04-01,0,test
0,0,0,0,0,1,0,1688568,2023-07-01,0,test
0,0,0,0,0,0,0,1595527,2025-01-01,0,test
0,0,0,0,0,0,0,1023514,2024-10-01,0,test
0,0,1,0,0,1,0,1823587,2025-04-01,0,test
0,0,0,0,0,0,0,56978,2023-07-01,0,test
0,0,0,0,0,1,1,1836190,2024-01-01,0,test
1,1,1,0,0,0,1,1213660,2025-01-01,0,test
1,0,1,0,0,1,1,1826855,2023-10-01,0,test
0,0,0,0,0,1,0,1835385,2023-10-01,0,test
0,0,0,0,0,0,0,1068851,2024-04-01,0,test
0,0,0,0,0,1,1,894158,2024-10-01,0,test
1,1,1,0,0,1,1,1279704,2025-04-01,0,test
1,1,1,0,0,1,1,1698530,2024-01-01,0,test
1,1,1,0,0,1,1,1861449,2024-04-01,0,test
1,0,1,0,0,1,1,1837344,2024-07-01,0,test
0,0,0,0,0,0,0,1612630,2025-07-01,0,test
1,0,0,0,0,1,1,1593549,2025-01-01,0,test
0,0,0,0,0,0,0,1080709,2023-10-01,0,test
0,0,0,0,0,1,1,1205059,2024-10-01,0,test
0,0,0,0,0,0,0,1643615,2025-01-01,0,test
1,1,0,0,0,0,1,1530163,2023-07-01,0,test
1,1,0,0,0,0,1,1656501,2024-07-01,0,test
0,0,0,0,0,1,0,1977102,2025-01-01,0,test
0,0,0,0,0,0,0,1809587,2023-10-01,0,test
1,1,1,0,0,1,1,1849635,2023-10-01,0,test
0,0,0,0,0,1,0,1643615,2024-04-01,0,test
0,0,0,0,0,0,0,1409970,2023-07-01,0,test
1,1,0,0,0,1,1,1558740,2025-07-01,0,test
0,0,0,0,0,1,1,1622057,2023-07-01,0,test
1,0,1,0,0,0,1,1820201,2023-07-01,0,test
0,0,0,0,0,1,0,1734005,2024-01-01,0,test
1,1,0,0,0,1,1,1539680,2023-10-01,0,test
1,1,0,0,0,0,1,1444839,2025-07-01,0,test
0,0,0,0,0,0,0,1504379,2025-04-01,0,test
1,0,0,0,0,1,0,1786205,2023-07-01,0,test
0,0,0,0,0,0,0,352991,2023-07-01,0,test
0,1,1,0,0,0,0,1650101,2024-01-01,0,test
0,0,0,0,0,1,0,1870258,2024-10-01,0,test
0,0,0,0,0,0,0,1455741,2025-04-01,0,test
1,0,0,0,0,1,0,1435812,2025-07-01,0,test
0,0,0,0,0,1,0,1745114,2023-10-01,0,test
0,0,0,0,0,0,0,1518621,2025-07-01,0,test
0,0,0,0,0,1,1,1822829,2025-01-01,0,test
0,0,0,0,0,0,0,886982,2024-10-01,0,test
0,0,0,0,1,0,0,1639691,2025-01-01,0,test
1,0,1,0,0,1,0,1635077,2025-07-01,0,test
0,1,1,0,0,0,0,1883814,2024-01-01,0,test
0,0,0,0,0,0,1,34285,2023-10-01,0,test
1,0,0,0,0,0,0,66600,2023-07-01,0,test
0,0,1,0,0,1,1,1852940,2024-01-01,0,test
0,0,1,0,0,0,0,1372514,2025-07-01,0,test
0,1,0,0,0,0,0,894671,2025-07-01,0,test
1,0,1,0,0,1,0,1880613,2023-07-01,0,test
1,0,0,0,0,0,0,1861795,2024-07-01,0,test
0,0,0,0,0,0,0,1519061,2025-04-01,0,test
1,1,0,0,0,0,1,1134765,2023-10-01,0,test
0,0,0,0,0,0,0,1642122,2025-01-01,0,test
0,0,0,0,0,1,1,1713539,2025-01-01,0,test
1,0,1,0,0,0,1,1527728,2023-07-01,0,test
0,0,0,0,0,0,0,1550913,2024-01-01,0,test
0,0,0,0,0,1,0,1094084,2024-01-01,0,test
0,0,0,0,0,0,0,14846,2023-10-01,0,test
1,0,0,0,0,0,0,913241,2025-01-01,0,test
1,0,0,0,0,0,1,826253,2024-10-01,0,test
0,0,0,0,0,0,0,1613103,2024-07-01,0,test
1,1,1,0,0,0,0,1840317,2025-01-01,0,test
1,1,0,0,0,1,1,889353,2025-07-01,0,test
1,0,0,0,0,1,1,1874474,2023-07-01,0,test
1,1,0,0,0,1,1,1265521,2025-04-01,0,test
1,1,1,0,0,1,1,1427570,2023-07-01,0,test
0,0,0,0,0,0,0,1521332,2023-07-01,0,test
0,0,0,0,0,0,0,898173,2025-04-01,0,test
1,1,1,0,0,0,0,922612,2023-07-01,0,test
0,0,1,0,0,1,1,1824293,2025-04-01,0,test
1,0,0,0,0,0,0,354707,2024-01-01,0,test
0,0,0,0,0,1,0,1775898,2025-07-01,0,test
0,0,0,0,0,0,0,315852,2024-04-01,0,test
0,0,0,0,0,0,0,1191070,2024-04-01,0,test
0,0,0,0,0,0,0,916540,2024-01-01,0,test
1,1,0,0,0,0,1,1109486,2024-07-01,0,test
1,0,1,0,0,1,1,23197,2025-01-01,0,test
0,0,0,0,0,0,0,1938534,2024-07-01,0,test
0,0,0,0,0,0,0,1417398,2024-04-01,0,test
0,0,1,0,0,0,1,1692415,2025-04-01,0,test
0,0,0,0,0,0,0,1766368,2024-01-01,0,test
0,0,0,0,0,0,0,1261333,2023-10-01,0,test
0,0,0,0,0,0,1,908732,2024-01-01,0,test
1,0,0,0,0,0,1,1393781,2024-07-01,0,test
0,0,0,0,0,0,0,1567514,2023-07-01,0,test
0,0,0,0,0,1,1,1540013,2025-01-01,0,test
0,0,0,0,0,0,0,792987,2025-01-01,0,test
0,0,0,0,0,0,0,723646,2025-01-01,0,test
1,1,1,0,0,1,0,1041657,2024-04-01,0,test
0,0,0,0,0,1,1,1841137,2024-10-01,0,test
0,0,0,0,0,0,0,1143513,2024-07-01,0,test
0,0,0,0,0,0,0,277509,2023-07-01,0,test
0,0,1,0,0,0,1,1659323,2024-07-01,0,test
0,0,0,0,0,0,0,876167,2024-01-01,0,test
0,1,0,0,0,0,0,1001907,2024-07-01,0,test
0,1,0,0,0,0,0,1083522,2024-01-01,0,test
1,1,0,0,0,1,1,1589361,2025-04-01,0,test
1,0,0,0,0,1,1,1847846,2025-04-01,0,test
1,0,1,1,0,1,1,1551693,2024-10-01,0,test
0,0,1,0,0,0,0,1834342,2023-07-01,0,test
0,1,1,0,0,1,1,1721484,2025-04-01,0,test
0,0,0,0,0,0,0,763532,2023-10-01,0,test
1,0,1,0,0,1,1,1849548,2024-01-01,0,test
0,1,1,0,0,1,1,1731289,2024-07-01,0,test
0,0,0,0,0,0,0,1341766,2023-10-01,0,test
1,0,0,0,0,0,1,764630,2024-01-01,0,test
1,1,0,0,0,0,1,1342936,2025-07-01,0,test
1,0,0,0,0,1,1,1537561,2023-10-01,0,test
1,1,1,0,0,1,0,1823652,2023-10-01,0,test
1,1,1,0,0,1,0,868278,2025-07-01,0,test
0,0,0,0,0,0,0,1792849,2025-07-01,0,test
0,0,0,0,0,0,1,1340243,2024-01-01,0,test
0,0,0,0,0,0,0,728535,2023-10-01,0,test
1,0,0,0,0,0,1,1623590,2024-04-01,0,test
0,0,0,0,0,1,1,1054102,2024-04-01,0,test
0,0,0,0,0,0,0,1227265,2025-07-01,0,test
0,0,0,0,0,0,0,1123596,2024-10-01,0,test
0,0,0,0,0,1,0,1336917,2025-04-01,0,test
1,1,0,0,0,0,1,1929231,2024-04-01,0,test
1,0,1,0,0,1,1,1852736,2025-04-01,0,test
0,1,0,0,0,0,0,3545,2024-10-01,0,test
1,1,0,0,0,0,1,1518336,2024-10-01,0,test
0,0,0,0,0,1,1,1822829,2023-10-01,0,test
0,0,0,0,0,0,0,1618921,2025-04-01,0,test
1,0,1,0,0,1,1,1853436,2024-04-01,0,test
0,0,0,0,0,0,0,945841,2024-07-01,0,test
1,0,0,0,0,1,1,1468091,2024-01-01,0,test
0,0,0,0,0,0,0,1735707,2023-10-01,0,test
1,0,1,1,0,1,1,1854963,2024-07-01,0,test
1,0,1,0,0,1,1,1830795,2024-01-01,0,test
